design,design_hybrid_06_abucnasty,design_hybrid_05_thaeln_abucnasty,design_hybrid_04_thaeln_abucnasty,design_hybrid_03_thaeln_abucnasty,design_hybrid_01_abucnasty,design_35_henryjk,design_27_geist_fixed,design_18_lady_meyneth,design_14_abucnasty,design_12_phlap,design_08_lady_meyneth,design_01_undertow,design_00_baseline
inserter_all_from_turbo_transport_belt_to_foundry_molten_copper_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_foundry_molten_iron,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_foundry_molten_iron_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_infinity_chest,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_iron_chest,0,0,0,0,0,8,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_steel_chest,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_turbo_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt,0,2,0,0,0,64,12,0,0,4,0,96,4
inserter_all_from_turbo_underground_belt_circuit_enabled,0,0,0,0,0,64,12,0,0,4,0,8,0
inserter_all_from_turbo_underground_belt_to_assembling_machine_3_chemical_science_pack,0,0,0,0,0,64,0,0,0,0,0,40,4
inserter_all_from_turbo_underground_belt_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,0,64,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_assembling_machine_3_engine_unit,0,0,0,0,0,0,0,0,0,0,0,40,0
inserter_all_from_turbo_underground_belt_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_assembling_machine_3_iron_gear_wheel,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_assembling_machine_3_pipe,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_chemical_plant_plastic_bar,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_cryogenic_plant_plastic_bar,0,2,0,0,0,0,4,0,0,4,0,8,0
inserter_all_from_turbo_underground_belt_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,4,0,0,4,0,0,0
inserter_all_from_turbo_underground_belt_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,8,0,0,0,0,8,0
inserter_all_from_turbo_underground_belt_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,8,0,0,0,0,8,0
inserter_all_from_turbo_underground_belt_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_foundry_molten_copper,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_foundry_molten_copper_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_foundry_molten_iron,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_foundry_molten_iron_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_stone_furnace_undefined,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_stone_furnace_undefined_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_chemical_science_pack,88,88,88,88,88,192,88,88,88,88,88,88,96
inserter_all_to_assembling_machine_3_chemical_science_pack_circuit_enabled,88,88,88,88,88,192,88,88,88,88,88,0,0
inserter_all_to_assembling_machine_3_chemical_science_pack_circuit_set_filters,0,0,0,0,0,0,44,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_engine_unit,88,20,20,20,88,96,44,132,20,132,132,88,40
inserter_all_to_assembling_machine_3_engine_unit_circuit_enabled,88,20,20,20,88,96,44,132,20,132,132,0,0
inserter_all_to_assembling_machine_3_engine_unit_circuit_set_filters,0,0,0,0,0,0,44,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_iron_gear_wheel,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_pipe,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_belt,62,74,78,78,62,80,65,54,78,62,54,72,120
inserter_all_to_belt_circuit_enabled,52,72,72,72,52,64,50,8,72,8,8,8,0
inserter_all_to_belt_circuit_set_filters,0,0,0,0,0,0,0,44,20,44,44,0,0
inserter_all_to_building,220,144,160,160,220,512,164,244,160,264,244,216,174
inserter_all_to_building_circuit_enabled,212,132,160,160,212,512,160,232,160,264,232,24,0
inserter_all_to_building_circuit_set_filters,0,0,0,0,0,0,88,0,0,0,0,0,0
inserter_all_to_cargo_wagon,0,4,0,0,0,0,0,16,0,0,16,0,0
inserter_all_to_cargo_wagon_circuit_enabled,0,4,0,0,0,0,0,8,0,0,8,0,0
inserter_all_to_chemical_plant_plastic_bar,0,0,0,0,0,32,0,0,0,0,0,0,0
inserter_all_to_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,32,0,0,0,0,0,0,0
inserter_all_to_chest,0,34,20,20,0,8,0,16,20,0,16,0,0
inserter_all_to_chest_circuit_enabled,0,8,0,0,0,0,0,8,0,0,8,0,0
inserter_all_to_chest_circuit_set_filters,0,20,20,20,0,0,0,0,20,0,0,0,0
inserter_all_to_cryogenic_plant_plastic_bar,4,4,4,4,4,0,4,0,4,4,0,8,2
inserter_all_to_cryogenic_plant_plastic_bar_circuit_enabled,4,0,4,4,4,0,4,0,4,4,0,0,0
inserter_all_to_electromagnetic_plant_advanced_circuit,32,24,32,32,32,128,24,16,32,32,16,24,24
inserter_all_to_electromagnetic_plant_advanced_circuit_circuit_enabled,32,24,32,32,32,128,24,8,32,32,8,24,0
inserter_all_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_electromagnetic_plant_electronic_circuit,8,8,16,16,8,64,4,8,16,8,8,8,12
inserter_all_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,16,16,0,64,0,4,16,8,4,0,0
inserter_all_to_express_splitter,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_express_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_express_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_express_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_express_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_fast_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_fast_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_foundry_molten_copper,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_foundry_molten_copper_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_foundry_molten_iron,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_foundry_molten_iron_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_infinity_chest,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_iron_chest,0,0,0,0,0,8,0,0,0,0,0,0,0
inserter_all_to_steel_chest,0,30,20,20,0,0,0,0,20,0,0,0,0
inserter_all_to_steel_chest_circuit_enabled,0,4,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_steel_chest_circuit_set_filters,0,20,20,20,0,0,0,0,20,0,0,0,0
inserter_all_to_stone_furnace_undefined,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_stone_furnace_undefined_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_turbo_transport_belt,62,70,78,78,62,16,65,10,78,48,10,62,120
inserter_all_to_turbo_transport_belt_circuit_enabled,52,68,72,72,52,0,50,8,72,4,8,8,0
inserter_all_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,0,0,0,0,20,40,0,0,0
inserter_all_to_turbo_underground_belt,0,4,0,0,0,64,0,44,0,14,44,10,0
inserter_all_to_turbo_underground_belt_circuit_enabled,0,4,0,0,0,64,0,0,0,4,0,0,0
inserter_all_to_turbo_underground_belt_circuit_set_filters,0,0,0,0,0,0,0,44,0,4,44,0,0
inserter_all_unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_unknown_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
iron_chest,0,0,0,0,0,8,0,0,0,0,0,0,0
medium_electric_pole,44,62,76,68,44,274,48,196,68,88,172,58,44
oil_refinery,4,2,4,4,4,2,4,2,4,2,2,2,8
oil_refinery_circuit_enabled,4,2,4,4,4,2,4,2,4,2,2,0,0
pipe,598,305,536,536,598,262,396,648,536,374,644,103,308
pipe_to_ground,214,182,236,236,214,420,109,312,236,192,312,220,154
pump,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_advanced_circuit,8,8,8,8,8,32,8,8,8,8,8,8,12
recipe_advanced_oil_processing,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_basic_oil_processing,4,2,4,4,4,2,4,2,4,2,2,2,8
recipe_casting_copper,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_casting_copper_cable,8,9,8,8,8,20,5,4,8,10,4,6,2
recipe_casting_iron,2,2,2,2,2,10,1,4,2,2,4,2,4
recipe_casting_iron_gear_wheel,2,0,0,0,2,0,1,24,0,2,24,2,2
recipe_casting_pipe,12,0,0,0,12,0,1,22,0,12,22,12,4
recipe_casting_steel,2,0,0,0,2,0,1,22,0,22,22,2,2
recipe_chemical_science_pack,44,44,44,44,44,64,44,44,44,44,44,44,48
recipe_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_electronic_circuit,4,4,4,4,4,32,1,4,4,2,4,2,4
recipe_engine_unit,44,20,20,20,44,32,22,44,20,44,44,44,20
recipe_heavy_oil_cracking,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_iron_gear_wheel,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_light_oil_cracking,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_molten_copper,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_molten_iron,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_pipe,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_plastic_bar,4,4,4,4,4,32,4,8,4,4,8,8,2
recipe_sulfur,2,1,2,2,2,2,1,2,2,2,2,2,2
selector_combinator,0,0,0,0,0,0,0,0,0,0,0,0,0
small_lamp,4,1,2,2,4,0,0,0,4,0,0,0,0
small_lamp_circuit_enabled,4,1,2,2,4,0,0,0,4,0,0,0,0
stack_inserter,282,252,258,258,282,600,229,314,258,326,314,288,294
stack_inserter_chest_to_chest,0,6,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_chest_to_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_circuit_enabled,264,212,232,232,264,576,210,248,232,272,248,32,0
stack_inserter_circuit_set_filters,0,20,20,20,0,0,88,44,40,44,44,0,0
stack_inserter_direct_insertion,120,24,40,40,120,416,64,192,40,164,192,112,4
stack_inserter_direct_insertion_circuit_enabled,112,16,40,40,112,416,60,188,40,164,188,16,0
stack_inserter_direction_insertion_percent,85.1063829787234,9.523809523809524,31.007751937984494,31.007751937984494,85.1063829787234,138.66666666666669,27.947598253275107,122.29299363057325,31.007751937984494,100.61349693251533,122.29299363057325,38.88888888888889,2.7210884353741496
stack_inserter_from_assembling_machine_3_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_advanced_circuit_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_advanced_circuit_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack,44,44,44,44,44,64,44,44,44,44,44,44,48
stack_inserter_from_assembling_machine_3_chemical_science_pack_circuit_enabled,44,44,44,44,44,64,44,0,44,0,0,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_circuit_set_filters,0,0,0,0,0,0,0,44,0,44,44,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt,44,42,44,44,44,0,44,0,44,40,0,44,48
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt_circuit_enabled,44,42,44,44,44,0,44,0,44,0,0,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0,40,0,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt,0,2,0,0,0,64,0,44,0,4,44,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt_circuit_enabled,0,2,0,0,0,64,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt_circuit_set_filters,0,0,0,0,0,0,0,44,0,4,44,0,0
stack_inserter_from_assembling_machine_3_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_copper_cable_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_copper_cable_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electronic_circuit_to_assembling_machine_3_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electronic_circuit_to_assembling_machine_3_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electronic_circuit_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electronic_circuit_to_turbo_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit,44,20,20,20,44,64,44,44,20,44,44,44,20
stack_inserter_from_assembling_machine_3_engine_unit_circuit_enabled,44,20,20,20,44,64,44,44,20,44,44,0,0
stack_inserter_from_assembling_machine_3_engine_unit_circuit_set_filters,0,0,0,0,0,0,0,0,20,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_assembling_machine_3_chemical_science_pack,44,0,0,0,44,64,44,44,0,44,44,44,0
stack_inserter_from_assembling_machine_3_engine_unit_to_assembling_machine_3_chemical_science_pack_circuit_enabled,44,0,0,0,44,64,44,44,0,44,44,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_steel_chest,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_turbo_transport_belt,0,20,20,20,0,0,0,0,20,0,0,0,20
stack_inserter_from_assembling_machine_3_engine_unit_to_turbo_transport_belt_circuit_enabled,0,20,20,20,0,0,0,0,20,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,0,0,0,0,20,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_turbo_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_belt,100,92,100,100,100,104,100,44,100,100,44,104,170
stack_inserter_from_belt_circuit_enabled,100,88,100,100,100,96,100,44,100,100,44,8,0
stack_inserter_from_belt_circuit_set_filters,0,0,0,0,0,0,88,0,0,0,0,0,0
stack_inserter_from_building,182,126,138,138,182,488,129,262,138,226,262,176,124
stack_inserter_from_building_circuit_enabled,164,96,112,112,164,480,110,204,112,172,204,24,0
stack_inserter_from_building_circuit_set_filters,0,20,20,20,0,0,0,44,40,44,44,0,0
stack_inserter_from_cargo_wagon,0,4,0,0,0,0,0,8,0,0,8,0,0
stack_inserter_from_cargo_wagon_circuit_enabled,0,4,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_chemical_science_pack,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_engine_unit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_engine_unit_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_advanced_circuit,0,4,0,0,0,0,0,8,0,0,8,0,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,4,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar,0,0,0,0,0,32,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,32,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,32,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,32,0,0,0,0,0,0,0
stack_inserter_from_chest,0,34,20,20,0,8,0,8,20,0,8,8,0
stack_inserter_from_chest_circuit_enabled,0,28,20,20,0,0,0,0,20,0,0,0,0
stack_inserter_from_chest_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar,8,8,8,8,8,0,8,8,8,8,8,8,4
stack_inserter_from_cryogenic_plant_plastic_bar_circuit_enabled,8,8,8,8,8,0,8,8,8,8,8,8,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_assembling_machine_3_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_assembling_machine_3_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit,8,8,8,8,8,0,8,8,8,8,8,8,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit_circuit_enabled,8,8,8,8,8,0,8,8,8,8,8,8,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,4
stack_inserter_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur,2,2,2,2,2,8,2,2,2,2,2,4,4
stack_inserter_from_cryogenic_plant_sulfur_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur_to_assembling_machine_3_chemical_science_pack,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur_to_turbo_transport_belt,2,2,2,2,2,8,2,2,2,0,2,2,4
stack_inserter_from_cryogenic_plant_sulfur_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,2,0,2,0
stack_inserter_from_cryogenic_plant_sulfur_to_turbo_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit,8,8,8,8,8,64,8,8,8,8,8,8,12
stack_inserter_from_electromagnetic_plant_advanced_circuit_circuit_enabled,8,8,8,8,8,64,6,8,8,8,8,8,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_chemical_science_pack,0,0,0,0,0,64,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,0,64,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt,8,6,8,8,8,0,8,8,8,4,8,8,12
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt_circuit_enabled,8,6,8,8,8,0,6,8,8,4,8,8,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_turbo_underground_belt,0,2,0,0,0,0,0,0,0,4,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_turbo_underground_belt_circuit_enabled,0,2,0,0,0,0,0,0,0,4,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
