entity,00_baseline,01_geist,02_geist,03_swiftdeath007,04_goirelandbrad,05_flexime,06_mulain,07_rydberg,08_derantrix,09_azhrei,10_thaeln,11_thaeln,13_yuu,14_redphoenixq,15_yoyonas,16_teaz,17_akaravortex,18_akaravortex,19_akaravortex,20_groot_opperhoofd,21_em,22_warbaque,23_warbaque,24_syvkal,25_mcmayhem57,26_galacta487,27_theflyingcurryfish154,28_erichteia,29_the_end
stack_inserter_from_turbo_transport_belt_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,8,8,0,0,0,0,0,16
stack_inserter_from_turbo_transport_belt_to_electric_furnace,64,32,0,32,24,48,0,0,32,40,0,0,0,32,32,44,40,64,0,24,4,48,48,0,48,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electric_furnace_circuit_enabled,0,32,0,32,0,24,0,0,0,40,0,0,0,32,32,44,40,64,0,24,4,48,48,0,24,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit,0,0,0,0,28,0,0,0,0,0,0,0,43,32,82,0,0,0,0,0,0,32,32,0,0,16,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,32,82,0,0,0,0,0,0,32,32,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_electronic_circuit,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_productivity_module,0,0,0,0,0,24,0,16,0,12,0,0,0,0,20,16,0,0,0,24,0,24,24,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,24,0,16,0,12,0,0,0,0,20,16,0,0,0,24,0,24,24,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_foundry_molten_copper,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
stack_inserter_from_turbo_transport_belt_to_foundry_molten_iron,6,10,10,6,6,6,8,6,6,6,7,7,5,6,6,8,6,10,6,6,8,6,6,6,6,6,6,6,6
stack_inserter_from_underground_input,96,8,12,20,120,8,56,40,8,38,8,2,0,56,16,4,60,116,32,94,76,0,0,120,0,96,35,0,0
stack_inserter_from_underground_input_circuit_enabled,0,4,0,12,80,0,48,32,0,30,0,0,0,56,0,4,52,96,24,76,46,0,0,64,0,2,35,0,0
stack_inserter_from_underground_input_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_assembling_machine_3_electric_furnace,16,0,0,0,8,0,8,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,8,0,0,0
stack_inserter_from_underground_input_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0
stack_inserter_from_underground_input_to_assembling_machine_3_production_science_pack,0,0,0,4,56,0,32,32,0,20,0,0,0,32,0,0,48,96,16,64,30,0,0,56,0,16,32,0,0
stack_inserter_from_underground_input_to_assembling_machine_3_production_science_pack_circuit_enabled,0,0,0,4,56,0,32,32,0,20,0,0,0,32,0,0,48,96,16,64,0,0,0,56,0,2,32,0,0
stack_inserter_from_underground_input_to_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_assembling_machine_3_rail,64,0,0,0,24,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,24,0,16,0,0,0
stack_inserter_from_underground_input_to_assembling_machine_3_rail_circuit_enabled,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_chemical_plant_plastic_bar,0,0,8,0,0,0,0,0,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_cryogenic_plant_plastic_bar,0,4,4,8,0,8,8,8,0,8,6,0,0,0,0,0,8,20,8,0,16,0,0,0,0,0,3,0,0
stack_inserter_from_underground_input_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0
stack_inserter_from_underground_input_to_electric_furnace,0,4,0,8,24,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,18,0,0,32,0,32,0,0,0
stack_inserter_from_underground_input_to_electric_furnace_circuit_enabled,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,18,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_electromagnetic_plant_advanced_circuit,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,16,0,0,0
stack_inserter_from_underground_input_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_electromagnetic_plant_productivity_module,16,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
stack_inserter_from_underground_input_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output,120,20,12,65,100,32,56,32,80,49,8,10,4,92,0,0,52,72,44,59,82,72,72,0,0,40,36,0,18
stack_inserter_from_underground_output_circuit_enabled,0,4,0,25,72,32,48,24,64,39,0,0,0,60,0,0,12,16,32,9,48,72,72,0,0,1,36,0,18
stack_inserter_from_underground_output_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_assembling_machine_3_electric_furnace,32,0,0,16,0,24,8,0,0,10,0,0,0,16,0,0,8,16,16,0,16,0,0,0,0,8,0,0,18
stack_inserter_from_underground_output_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,16,0,24,8,0,0,10,0,0,0,16,0,0,8,16,16,0,16,0,0,0,0,0,0,0,18
stack_inserter_from_underground_output_to_assembling_machine_3_production_science_pack,0,0,0,1,56,0,32,24,0,30,0,0,0,32,0,0,0,0,16,0,30,0,0,0,0,8,32,0,0
stack_inserter_from_underground_output_to_assembling_machine_3_production_science_pack_circuit_enabled,0,0,0,1,56,0,32,24,0,28,0,0,0,32,0,0,0,0,16,0,0,0,0,0,0,1,32,0,0
stack_inserter_from_underground_output_to_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_assembling_machine_3_rail,64,0,0,32,16,0,0,0,64,0,0,0,0,32,0,0,28,32,0,32,4,64,64,0,0,0,0,0,0
stack_inserter_from_underground_output_to_assembling_machine_3_rail_circuit_enabled,0,0,0,0,16,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0
stack_inserter_from_underground_output_to_chemical_plant_plastic_bar,8,0,8,0,0,0,0,0,16,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_cryogenic_plant_plastic_bar,0,16,4,8,0,0,8,8,0,8,6,8,1,0,0,0,12,24,12,9,0,8,8,0,0,0,4,0,0
stack_inserter_from_underground_output_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,8,0,0,0,4,0,0
stack_inserter_from_underground_output_to_electric_furnace,0,4,0,8,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_electric_furnace_circuit_enabled,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_electromagnetic_plant_advanced_circuit,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,16,0,0,0
stack_inserter_from_underground_output_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_electromagnetic_plant_productivity_module,16,0,0,0,0,8,8,0,0,1,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0
stack_inserter_from_underground_output_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,8,8,0,0,1,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
stack_inserter_from_wooden_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,32,0,0,0,0,0,0,0,0,0,0,42
stack_inserter_from_wooden_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,32,0,0,0,0,0,0,0,0,0,0,42
stack_inserter_from_wooden_chest_to_assembling_machine_3_electric_furnace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_wooden_chest_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_wooden_chest_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
stack_inserter_from_wooden_chest_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
stack_inserter_from_wooden_chest_to_electromagnetic_plant_productivity_module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12
stack_inserter_from_wooden_chest_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12
stack_inserter_to_assembling_machine_3_electric_furnace,80,80,96,80,96,96,80,64,64,82,80,80,108,80,60,96,64,128,84,60,64,80,80,64,96,80,100,80,72
stack_inserter_to_assembling_machine_3_electric_furnace_circuit_enabled,0,80,96,64,0,48,80,64,64,82,80,80,0,80,0,80,64,128,84,20,64,80,80,64,60,0,100,80,54
stack_inserter_to_assembling_machine_3_production_science_pack,128,112,112,112,224,192,128,128,112,100,112,112,144,128,128,128,112,224,112,128,120,128,128,112,104,128,128,168,112
stack_inserter_to_assembling_machine_3_production_science_pack_circuit_enabled,0,112,112,56,208,192,128,128,112,98,56,56,0,128,64,128,56,224,56,128,60,128,128,112,96,8,128,112,56
stack_inserter_to_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
stack_inserter_to_assembling_machine_3_rail,160,84,56,96,168,96,64,64,128,150,56,56,72,96,96,64,96,192,64,96,90,192,192,84,156,100,64,112,56
stack_inserter_to_assembling_machine_3_rail_circuit_enabled,0,56,56,0,144,0,60,64,128,140,48,40,0,0,0,64,64,128,64,64,60,192,192,56,144,0,64,112,0
stack_inserter_to_assembling_machine_3_rail_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_belt,233,89,93,121,145,153,129,177,113,116,109,109,136,157,215,138,113,225,121,185,129,153,153,101,105,209,99,89,105
stack_inserter_to_belt_circuit_enabled,0,88,92,120,40,152,128,176,112,115,104,108,0,128,146,132,112,224,120,184,120,124,124,100,96,204,98,88,104
stack_inserter_to_belt_circuit_set_filters,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
stack_inserter_to_building,592,556,536,640,860,628,490,464,624,576,465,465,641,568,456,668,584,1132,524,493,496,656,656,478,562,516,627,640,462
stack_inserter_to_building_circuit_enabled,0,496,492,440,356,392,420,384,560,508,304,296,0,464,204,640,384,848,356,377,396,616,616,396,380,8,619,456,240
stack_inserter_to_building_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
stack_inserter_to_car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
stack_inserter_to_car_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
stack_inserter_to_cargo_wagon,256,0,0,0,0,32,64,64,0,64,0,0,144,0,0,0,0,0,0,0,0,0,0,168,168,0,0,0,0
stack_inserter_to_cargo_wagon_circuit_enabled,0,0,0,0,0,32,64,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,120,88,0,0,0,0
stack_inserter_to_chemical_plant_plastic_bar,16,0,24,0,0,0,0,0,24,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0
stack_inserter_to_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
stack_inserter_to_chest,128,56,36,0,0,104,32,32,48,82,36,36,72,16,4,0,16,32,0,0,48,0,0,112,84,0,48,80,42
stack_inserter_to_chest_circuit_enabled,0,32,12,0,0,32,32,32,32,82,12,12,0,16,4,0,16,32,0,0,48,0,0,88,44,0,48,40,12
stack_inserter_to_cryogenic_plant_plastic_bar,0,20,8,24,4,16,16,16,0,16,12,12,1,4,2,14,24,48,24,9,16,16,16,14,14,8,7,24,16
stack_inserter_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,12,0,0,0,9,16,16,16,0,0,0,7,0,16
stack_inserter_to_electric_furnace,64,40,0,48,64,48,0,0,32,40,0,0,54,32,32,48,48,64,0,36,32,48,48,32,48,32,0,0,0
stack_inserter_to_electric_furnace_circuit_enabled,0,40,0,48,0,24,0,0,0,40,0,0,0,32,32,48,48,64,0,36,32,48,48,0,24,0,0,0,0
stack_inserter_to_electromagnetic_plant_advanced_circuit,64,96,108,144,160,96,96,96,144,96,96,96,132,128,84,156,120,240,120,108,96,128,128,84,56,96,136,144,90
stack_inserter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,96,108,144,0,96,96,96,144,96,96,96,0,128,84,156,120,240,120,72,96,128,128,84,16,0,136,120,90
stack_inserter_to_electromagnetic_plant_copper_cable,16,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
stack_inserter_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
stack_inserter_to_electromagnetic_plant_electronic_circuit,24,88,96,96,80,44,64,56,80,58,64,64,92,60,22,104,80,160,80,24,44,32,32,56,40,32,136,56,84
stack_inserter_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,88,96,96,0,0,24,0,80,26,0,0,0,60,0,104,0,0,0,24,44,0,0,56,24,0,136,0,0
stack_inserter_to_electromagnetic_plant_productivity_module,32,24,24,32,32,32,32,32,32,26,24,24,32,32,24,48,32,64,32,24,24,24,24,24,24,32,28,32,24
stack_inserter_to_electromagnetic_plant_productivity_module_circuit_enabled,0,24,24,32,0,32,32,32,32,26,24,24,0,32,24,48,32,64,32,24,24,24,24,24,0,0,28,32,24
stack_inserter_to_foundry_molten_copper,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
stack_inserter_to_foundry_molten_iron,6,10,10,6,6,6,8,6,6,6,7,7,5,6,6,8,6,10,6,6,8,6,6,6,6,6,6,6,6
stack_inserter_to_steel_chest,0,56,36,0,0,88,0,0,48,50,36,36,0,16,0,0,0,0,0,0,32,0,0,28,0,0,48,80,0
stack_inserter_to_steel_chest_circuit_enabled,0,32,12,0,0,16,0,0,32,50,12,12,0,16,0,0,0,0,0,0,32,0,0,28,0,0,48,40,0
stack_inserter_to_turbo_splitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_turbo_transport_belt,209,89,61,113,145,145,97,177,113,116,109,109,59,141,213,135,113,225,73,93,87,153,153,101,105,185,99,65,83
stack_inserter_to_turbo_transport_belt_circuit_enabled,0,88,60,112,40,144,96,176,112,115,104,108,0,112,146,132,112,224,72,92,82,124,124,100,96,180,98,64,82
stack_inserter_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
stack_inserter_to_underground_input,16,0,32,8,0,8,32,0,0,0,0,0,73,0,2,0,0,0,24,80,14,0,0,0,0,24,0,24,0
stack_inserter_to_underground_input_circuit_enabled,0,0,32,8,0,8,32,0,0,0,0,0,0,0,0,0,0,0,24,80,14,0,0,0,0,24,0,24,0
stack_inserter_to_underground_output,8,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,24,12,28,0,0,0,0,0,0,0,22
stack_inserter_to_underground_output_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,24,12,24,0,0,0,0,0,0,0,22
stack_inserter_to_wooden_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,32,0,0,0,0,0,0,0,0,0,0,42
stack_inserter_to_wooden_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,32,0,0,0,0,0,0,0,0,0,0,12
stack_inserter_unknown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel_chest,0,56,36,0,0,88,0,0,48,50,36,36,0,16,0,0,0,0,0,0,32,0,0,28,0,0,48,64,0
storage_tank,28,42,55,9,24,19,29,28,24,23,20,20,14,24,18,26,16,24,16,39,12,23,23,26,32,20,60,35,20
straight_rail,64,0,0,0,0,32,64,64,0,64,0,0,1586,0,0,0,0,0,0,0,0,0,0,112,112,0,0,0,0
substation,4,41,49,0,7,10,1,0,4,6,0,0,0,7,10,4,0,0,0,31,5,24,28,19,0,42,34,28,44
total_circuit_networks,0,80,120,21,68,84,52,34,84,26,38,40,4,32,21,56,32,18,17,11,21,38,30,44,72,17,93,82,26
total_electric_networks,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
total_power_poles,220,192,207,208,148,152,129,162,120,163,107,114,149,174,124,230,737,1424,599,129,119,113,109,160,497,79,87,133,154
train_stop,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turbo_loader,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
turbo_splitter,179,133,40,95,96,25,7,7,123,47,21,18,11,83,26,49,3,10,3,164,19,71,71,4,27,79,16,15,1
turbo_transport_belt,7790,6866,1385,9799,9670,15062,1195,984,10722,3123,1366,1582,1063,5353,9831,6043,4073,5981,2406,10915,3827,8384,8350,12134,8168,6496,1753,2615,649
turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turbo_underground_belt,2015,1111,901,1557,1139,1272,499,809,1131,858,567,589,766,1463,1117,1002,876,1744,740,1420,1301,879,895,983,1325,1285,408,581,1213
wooden_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,32,0,0,0,0,0,0,0,0,0,0,42
