entity,design_00_baseline,design_01_undertow,design_02_swiftdeath007,design_03_swiftdeath007,design_04_swiftdeath007,design_05_derantrix,design_06_imp,design_07_osboz,design_08_lady_meyneth,design_09_jobo,design_10_ztirom22,design_11_theflyingcurryfish154,design_12_phlap,design_13_phlap,design_14_abucnasty_Stage_1,design_14_abucnasty_Stage_2,design_14_abucnasty_Stage_3,design_14_abucnasty,design_17_henryjk,design_18_lady_meyneth,design_19_werezwolf,design_20_toda1,design_21_syvkal_STAGE_0,design_21_syvkal_STAGE_1,design_21_syvkal_STAGE_2,design_22_mcmayhem57,design_23_mcmayhem57,design_24_mcmayhem57,design_25_ashtroboy_1,design_25_ashtroboy_Paste_after_sulfur_rounds_corner_and_imediatly_after_lamp_blinks,design_25_ashtroboy_Final_State_(Only_for_comparison_will_not_work),design_26_mrcooki4,design_27_geist_fixed,design_28_geist,design_29_geist,design_30_reja,design_31_minebuilder,design_32_reja,design_33_syvkal_STAGE_0,design_33_syvkal_STAGE_1,design_33_syvkal_STAGE_2,design_34_osboz,design_35_henryjk,design_hybrid_01_abucnasty,design_hybrid_03_thaeln_abucnasty,design_hybrid_04_thaeln_abucnasty,design_hybrid_05_thaeln_abucnasty_Stage_1,design_hybrid_05_thaeln_abucnasty,design_hybrid_06_abucnasty
inserter_all_from_turbo_underground_belt_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_foundry_molten_copper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_foundry_molten_copper_circuit_enabled,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_foundry_molten_iron,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_foundry_molten_iron_circuit_enabled,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_stone_furnace_undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_stone_furnace_undefined_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_advanced_circuit,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_advanced_circuit_circuit_enabled,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_chemical_science_pack,48,88,66,90,66,96,72,156,44,48,42,432,44,44,44,44,44,44,96,44,96,46,96,96,96,52,56,52,0,96,96,156,88,138,156,44,96,44,96,96,96,156,96,44,44,44,88,88,44
inserter_all_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,90,60,96,0,147,44,48,42,432,44,44,44,44,44,44,96,44,96,46,96,96,96,50,56,24,0,96,96,156,88,138,156,40,96,40,96,96,96,150,96,44,44,44,88,88,44
inserter_all_to_assembling_machine_3_chemical_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_electronic_circuit,0,0,0,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_electronic_circuit_circuit_enabled,0,0,0,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_engine_unit,20,88,42,60,36,56,72,72,66,12,22,432,66,10,10,10,10,10,48,66,42,23,24,24,24,78,84,28,20,20,20,78,44,23,18,44,40,44,24,24,24,72,48,44,10,10,20,20,44
inserter_all_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,60,36,56,0,72,66,0,22,432,66,10,10,10,10,10,48,66,42,23,0,0,24,76,84,28,20,20,20,78,44,23,18,44,0,44,0,0,24,72,48,44,10,10,20,20,44
inserter_all_to_assembling_machine_3_engine_unit_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,44,23,18,0,0,0,24,24,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_iron_gear_wheel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_pipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_belt,60,72,45,36,68,72,26,118,27,32,45,201,31,39,39,39,39,39,40,27,85,23,68,68,68,48,50,46,72,72,72,82,65,60,74,46,851,46,68,68,68,118,40,31,39,39,74,74,31
inserter_all_to_belt_circuit_enabled,0,8,42,30,56,72,0,83,4,30,36,189,4,4,36,36,36,36,32,4,72,23,8,8,8,43,46,18,68,72,72,78,50,56,70,26,795,26,8,8,8,84,32,26,36,36,72,72,26
inserter_all_to_belt_circuit_set_filters,0,0,0,0,0,0,0,0,22,0,0,0,22,30,10,10,10,10,0,22,0,0,48,48,48,0,0,12,0,0,0,0,0,0,0,0,0,0,48,48,48,0,0,0,0,0,0,0,0
inserter_all_to_building,87,216,144,330,135,176,288,280,122,78,90,1025,132,76,80,80,80,80,256,122,170,209,160,160,160,145,155,95,44,260,260,296,164,193,270,103,1009,103,160,160,160,280,256,110,80,80,144,144,110
inserter_all_to_building_circuit_enabled,0,24,0,300,124,176,0,266,116,66,80,1025,132,76,80,80,80,80,256,116,164,138,136,136,160,126,140,52,44,260,260,294,160,189,266,99,915,99,136,136,160,269,256,106,80,80,132,132,106
inserter_all_to_building_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,0,22,22,22,0,0,0,0,0,24,24,0,0,0,26,0,0,0,0,88,25,18,0,0,0,24,24,0,0,0,0,0,0,0,0,0
inserter_all_to_cargo_wagon,0,0,0,180,0,34,0,0,8,8,12,0,0,0,0,0,0,0,0,8,0,138,72,72,72,10,10,10,0,0,0,0,0,0,0,0,0,0,72,72,72,0,0,0,0,0,4,4,0
inserter_all_to_cargo_wagon_circuit_enabled,0,0,0,180,0,34,0,0,4,8,0,0,0,0,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
inserter_all_to_chemical_plant_plastic_bar,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0
inserter_all_to_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0
inserter_all_to_chest,0,0,4,186,6,34,0,0,8,44,12,0,0,10,10,10,10,10,4,8,0,138,72,72,72,10,10,10,0,0,0,0,0,23,18,0,3,0,72,72,72,0,4,0,10,10,34,34,0
inserter_all_to_chest_circuit_enabled,0,0,0,180,0,34,0,0,4,32,0,0,0,0,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,23,18,0,3,0,0,0,0,0,0,0,0,0,8,8,0
inserter_all_to_chest_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,10,10,20,20,0
inserter_all_to_cryogenic_plant_plastic_bar,1,8,6,30,3,0,24,1,0,2,2,1,2,2,2,2,2,2,0,0,2,25,4,4,4,1,1,1,0,0,0,10,4,4,14,1,0,1,4,4,4,1,0,2,2,2,4,4,2
inserter_all_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,1,0,2,0,1,2,2,2,2,2,2,0,0,0,0,4,4,4,0,0,0,0,0,0,10,4,4,14,1,0,1,4,4,4,1,0,2,2,2,0,0,2
inserter_all_to_electromagnetic_plant_advanced_circuit,12,24,18,0,18,16,72,30,8,12,16,96,16,16,16,16,16,16,64,8,24,69,32,32,32,8,8,8,0,72,72,30,24,24,78,8,96,8,32,32,32,30,64,16,16,16,24,24,16
inserter_all_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,24,0,0,18,16,0,30,4,12,16,96,16,16,16,16,16,16,64,4,24,69,32,32,32,0,0,0,0,72,72,30,24,24,78,8,96,8,32,32,32,30,64,16,16,16,24,24,16
inserter_all_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0
inserter_all_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0
inserter_all_to_electromagnetic_plant_electronic_circuit,6,8,12,0,0,6,48,10,4,4,8,48,4,4,8,8,8,8,32,4,4,46,4,4,4,4,4,4,0,48,48,20,4,4,4,6,36,6,4,4,4,10,32,4,8,8,8,8,4
inserter_all_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,6,0,5,2,4,0,48,4,4,8,8,8,8,32,2,0,0,4,4,4,0,0,0,0,48,48,20,0,0,0,6,12,6,4,4,4,5,32,0,8,8,0,0,0
inserter_all_to_express_splitter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_express_transport_belt,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_express_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_express_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_express_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_fast_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_fast_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_foundry_molten_copper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
inserter_all_to_foundry_molten_copper_circuit_enabled,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
inserter_all_to_foundry_molten_iron,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
inserter_all_to_foundry_molten_iron_circuit_enabled,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
inserter_all_to_infinity_chest,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_iron_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
inserter_all_to_steel_chest,0,0,0,0,0,0,0,0,0,36,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,3,0,0,0,0,0,0,0,10,10,30,30,0
inserter_all_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,3,0,0,0,0,0,0,0,0,0,4,4,0
inserter_all_to_steel_chest_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,10,10,20,20,0
inserter_all_to_stone_furnace_undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_stone_furnace_undefined_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_turbo_transport_belt,60,62,31,36,32,68,0,118,5,32,10,201,24,36,39,39,39,39,8,5,71,23,68,68,68,48,50,46,24,24,24,81,65,60,71,46,78,46,68,68,68,118,8,31,39,39,70,70,31
inserter_all_to_turbo_transport_belt_circuit_enabled,0,8,28,30,21,68,0,83,4,30,4,189,2,2,36,36,36,36,0,4,58,23,8,8,8,43,46,18,20,24,24,77,50,56,68,26,74,26,8,8,8,84,0,26,36,36,68,68,26
inserter_all_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,20,30,10,10,10,10,0,0,0,0,48,48,48,0,0,12,0,0,0,0,0,0,0,0,0,0,48,48,48,0,0,0,0,0,0,0,0
inserter_all_to_turbo_underground_belt,0,10,14,0,36,4,26,0,22,0,32,0,7,3,0,0,0,0,32,22,14,0,0,0,0,0,0,0,48,48,48,1,0,0,3,0,758,0,0,0,0,0,32,0,0,0,4,4,0
inserter_all_to_turbo_underground_belt_circuit_enabled,0,0,14,0,35,4,0,0,0,0,32,0,2,2,0,0,0,0,32,0,14,0,0,0,0,0,0,0,48,48,48,1,0,0,2,0,709,0,0,0,0,0,32,0,0,0,4,4,0
inserter_all_to_turbo_underground_belt_circuit_set_filters,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_unknown_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iron_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
medium_electric_pole,22,58,56,98,39,34,0,0,86,2,15,32,44,30,34,34,34,34,137,98,0,0,73,73,73,35,34,26,0,0,0,0,48,112,99,26,135,26,73,73,73,0,137,22,34,38,62,62,22
oil_refinery,4,2,3,3,3,2,2,4,1,1,2,7,1,1,2,2,2,2,1,1,5,1,2,2,2,1,1,1,2,2,2,2,4,4,4,1,1,2,2,2,2,4,1,2,2,2,2,2,2
oil_refinery_circuit_enabled,0,0,0,0,0,0,0,0,1,1,0,7,1,1,2,2,2,2,1,1,5,1,2,2,2,0,0,0,2,2,2,0,4,4,4,1,0,2,2,2,2,0,1,2,2,2,2,2,2
pipe,154,103,81,883,118,276,208,72,322,177,39,101,187,214,268,268,268,268,131,324,49,803,61,61,61,280,413,187,164,164,164,217,396,235,378,23,116,31,61,61,61,72,131,299,268,268,305,305,299
pipe_to_ground,77,220,177,1372,239,46,447,130,156,108,66,372,96,74,118,118,118,118,210,156,140,964,216,216,216,119,127,68,386,386,386,160,109,217,694,52,86,52,216,216,216,126,210,107,118,118,182,182,107
pump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_advanced_circuit,6,8,6,30,6,8,24,10,4,6,4,32,4,4,4,4,4,4,16,4,8,23,8,8,8,6,6,6,0,24,24,10,8,8,26,4,24,4,8,8,8,10,16,4,4,4,8,8,4
recipe_advanced_oil_processing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_basic_oil_processing,4,2,3,3,3,2,2,4,1,1,2,7,1,1,2,2,2,2,1,1,5,0,2,2,2,1,1,1,2,2,2,2,4,4,4,1,1,2,2,2,2,4,1,2,2,2,2,2,2
recipe_casting_copper,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
recipe_casting_copper_cable,1,6,6,30,9,2,24,0,2,2,4,0,5,5,4,4,4,4,10,2,0,23,5,5,5,0,0,0,24,24,24,6,5,5,15,1,0,1,5,5,5,0,10,4,4,4,9,9,4
recipe_casting_iron,2,2,6,30,6,2,6,1,2,2,4,2,1,1,1,1,1,1,5,2,1,23,1,1,1,1,1,1,12,12,12,10,1,1,1,1,0,1,1,1,1,1,5,1,1,1,2,2,1
recipe_casting_iron_gear_wheel,1,2,7,30,7,2,12,1,12,0,1,1,1,0,0,0,0,0,0,12,7,23,24,24,24,13,8,1,0,0,0,1,1,0,0,1,0,1,24,24,24,1,0,1,0,0,0,0,1
recipe_casting_pipe,2,12,14,30,1,2,12,1,11,0,1,36,6,0,0,0,0,0,0,11,7,23,12,12,12,7,7,1,0,0,0,1,1,0,0,1,0,1,12,12,12,1,0,6,0,0,0,0,6
recipe_casting_steel,1,2,7,30,6,2,24,1,11,0,1,1,11,0,0,0,0,0,0,11,1,23,12,12,12,1,1,1,5,5,0,1,1,0,0,1,0,1,12,12,12,1,0,1,0,0,0,0,1
recipe_chemical_science_pack,24,44,22,30,22,48,24,52,22,24,21,144,22,22,22,22,22,22,32,22,32,23,48,48,48,26,28,26,0,48,48,52,44,46,52,22,24,22,48,48,48,52,32,22,22,22,44,44,22
recipe_copper_cable,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0
recipe_electronic_circuit,2,2,6,30,6,2,24,5,2,2,4,16,1,1,2,2,2,2,16,2,2,23,1,1,1,1,1,1,0,24,24,10,1,1,1,1,12,1,1,1,1,5,16,2,2,2,4,4,2
recipe_engine_unit,10,44,14,30,12,28,24,24,22,12,11,144,22,10,10,10,10,10,16,22,14,23,24,24,24,26,28,14,24,20,20,26,22,23,18,22,10,22,24,24,24,24,16,22,10,10,20,20,22
recipe_heavy_oil_cracking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_iron_gear_wheel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
recipe_light_oil_cracking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_molten_copper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
recipe_molten_iron,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
recipe_pipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
recipe_plastic_bar,1,8,6,30,3,2,24,1,4,2,2,1,2,2,2,2,2,2,16,4,1,23,4,4,4,1,1,1,24,24,24,5,4,4,14,1,16,1,4,4,4,1,16,2,2,2,4,4,2
recipe_sulfur,1,2,1,30,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,1,1,1,1,1,1,1,1,1,1,1,1,26,1,3,1,1,1,1,1,1,1,1,1,1,1,1
selector_combinator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small_lamp,0,0,0,0,0,6,0,0,0,0,64,0,0,0,3,3,2,2,0,0,0,0,0,0,0,108,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2
small_lamp_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2
stack_inserter,147,288,193,552,209,282,314,398,157,154,147,1226,163,125,129,129,129,129,300,157,255,370,300,300,300,203,215,151,332,332,332,378,229,276,362,149,0,149,300,300,300,398,300,141,129,129,252,252,141
stack_inserter_chest_to_chest,0,0,0,60,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
stack_inserter_chest_to_chest_circuit_enabled,0,0,0,60,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_circuit_enabled,0,32,42,510,180,282,0,349,124,128,116,1214,136,80,116,116,116,116,288,124,236,184,144,144,168,169,186,70,328,332,332,372,210,268,354,125,0,125,144,144,168,353,288,132,116,116,212,212,132
