entity,00_baseline,01_undertow,02_swiftdeath007,03_swiftdeath007,04_swiftdeath007,05_derantrix,06_imp,07_osboz,08_lady_meyneth,09_jobo,10_ztirom22,11_theflyingcurryfish154,12_phlap,13_phlap,14_abucnasty_Stage_1,14_abucnasty_Stage_2,14_abucnasty_Stage_3,14_abucnasty,17_henryjk,18_lady_meyneth,19_werezwolf,20_toda1,21_syvkal_STAGE_0,21_syvkal_STAGE_1,21_syvkal,22_mcmayhem57,23_mcmayhem57,24_mcmayhem57,25_ashtroboy_1,25_ashtroboy_Paste_after_sulfur_rounds_corner_and_imediatly_after_lamp_blinks,25_ashtroboy,26_mrcooki4,27_geist,28_geist,29_geist,30_reja,31_minebuilder,32_reja,33_syvkal_STAGE_0,33_syvkal_STAGE_1,33_syvkal,34_osboz,35_henryjk
stack-inserter_from_turbo-underground-belt_to_foundry_molten-iron_circuit_enabled,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
stack-inserter_to_assembling-machine-3_advanced-circuit,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_to_assembling-machine-3_advanced-circuit_circuit_enabled,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_to_assembling-machine-3_chemical-science-pack,48,88,66,90,66,96,72,156,44,48,42,432,44,44,44,44,44,44,96,44,96,46,96,96,96,52,56,52,0,96,96,156,88,138,156,44,0,44,96,96,96,156,96
stack-inserter_to_assembling-machine-3_chemical-science-pack_circuit_enabled,0,2,3,90,66,96,0,147,44,48,42,432,44,44,44,44,44,44,96,44,96,46,96,96,96,51,56,25,0,96,96,156,88,138,156,44,0,44,96,96,96,150,96
stack-inserter_to_assembling-machine-3_chemical-science-pack_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,44,2,0,0,0,0,0,0,0,0,0
stack-inserter_to_assembling-machine-3_copper-cable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_to_assembling-machine-3_copper-cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_to_assembling-machine-3_electronic-circuit,0,0,0,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_to_assembling-machine-3_electronic-circuit_circuit_enabled,0,0,0,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_to_assembling-machine-3_engine-unit,20,88,42,60,36,56,72,72,66,12,22,432,66,10,10,10,10,10,48,66,42,23,24,24,24,78,84,28,20,20,20,78,44,23,18,44,0,44,24,24,24,72,48
stack-inserter_to_assembling-machine-3_engine-unit_circuit_enabled,0,0,42,60,36,56,0,72,66,0,22,432,66,10,10,10,10,10,48,66,42,23,0,0,24,76,84,28,20,20,20,78,44,23,18,44,0,44,0,0,24,72,48
stack-inserter_to_assembling-machine-3_engine-unit_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,44,23,18,0,0,0,24,24,0,0,0
stack-inserter_to_belt,60,72,45,36,68,72,26,118,27,32,45,201,31,39,39,39,39,39,40,27,85,23,68,68,68,48,50,46,72,72,72,82,65,60,74,46,0,46,68,68,68,118,40
stack-inserter_to_belt_circuit_enabled,0,8,42,30,59,72,0,83,4,30,36,189,4,4,38,38,38,38,32,4,72,23,8,8,8,43,46,18,68,72,72,78,59,60,74,27,0,27,8,8,8,84,32
stack-inserter_to_belt_circuit_set_filters,0,0,0,0,0,0,0,0,22,0,0,0,22,32,10,10,10,10,0,22,0,0,48,48,48,0,0,12,0,0,0,0,0,0,0,0,0,0,48,48,48,0,0
stack-inserter_to_building,87,216,144,330,135,176,288,280,122,78,90,1025,132,76,80,80,80,80,256,122,170,209,160,160,160,145,155,95,44,260,260,296,164,193,270,103,0,103,160,160,160,280,256
stack-inserter_to_building_circuit_enabled,0,26,46,300,133,176,0,266,116,66,80,1025,132,76,80,80,80,80,256,116,164,138,136,136,160,127,140,53,44,260,260,294,163,192,269,103,0,103,136,136,160,269,256
stack-inserter_to_building_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,0,22,22,22,0,0,0,0,0,24,24,0,0,0,26,0,0,0,0,88,25,18,0,0,0,24,24,0,0,0
stack-inserter_to_cargo-wagon,0,0,0,180,0,34,0,0,8,8,12,0,0,0,0,0,0,0,0,8,0,138,72,72,72,10,10,10,0,0,0,0,0,0,0,0,0,0,72,72,72,0,0
stack-inserter_to_cargo-wagon_circuit_enabled,0,0,0,180,0,34,0,0,4,8,0,0,0,0,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_to_chemical-plant_plastic-bar,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,16
stack-inserter_to_chemical-plant_plastic-bar_circuit_enabled,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,16
stack-inserter_to_chest,0,0,0,180,0,34,0,0,8,44,12,0,0,10,10,10,10,10,4,8,0,138,72,72,72,10,10,10,0,0,0,0,0,23,18,0,0,0,72,72,72,0,4
stack-inserter_to_chest_circuit_enabled,0,0,0,180,0,34,0,0,4,32,0,0,0,0,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_to_chest_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_to_cryogenic-plant_plastic-bar,1,8,6,30,3,0,24,1,0,2,2,1,2,2,2,2,2,2,0,0,2,25,4,4,4,1,1,1,0,0,0,10,4,4,14,1,0,1,4,4,4,1,0
stack-inserter_to_cryogenic-plant_plastic-bar_circuit_enabled,0,0,0,0,1,0,0,1,0,2,0,1,2,2,2,2,2,2,0,0,0,0,4,4,4,0,0,0,0,0,0,10,4,4,14,1,0,1,4,4,4,1,0
stack-inserter_to_electromagnetic-plant_advanced-circuit,12,24,18,0,18,16,72,30,8,12,16,96,16,16,16,16,16,16,64,8,24,69,32,32,32,8,8,8,0,72,72,30,24,24,78,8,0,8,32,32,32,30,64
stack-inserter_to_electromagnetic-plant_advanced-circuit_circuit_enabled,0,24,0,0,18,16,0,30,4,12,16,96,16,16,16,16,16,16,64,4,24,69,32,32,32,0,0,0,0,72,72,30,24,24,78,8,0,8,32,32,32,30,64
stack-inserter_to_electromagnetic-plant_copper-cable,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
stack-inserter_to_electromagnetic-plant_copper-cable_circuit_enabled,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
stack-inserter_to_electromagnetic-plant_electronic-circuit,6,8,12,0,0,6,48,10,4,4,8,48,4,4,8,8,8,8,32,4,4,46,4,4,4,4,4,4,0,48,48,20,4,4,4,6,0,6,4,4,4,10,32
stack-inserter_to_electromagnetic-plant_electronic-circuit_circuit_enabled,0,0,1,0,0,6,0,5,2,4,0,48,4,4,8,8,8,8,32,2,0,0,4,4,4,0,0,0,0,48,48,20,3,3,3,6,0,6,4,4,4,5,32
stack-inserter_to_express-splitter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_to_express-transport-belt,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_to_foundry_molten-copper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
stack-inserter_to_foundry_molten-copper_circuit_enabled,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
stack-inserter_to_foundry_molten-iron,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
stack-inserter_to_foundry_molten-iron_circuit_enabled,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
stack-inserter_to_iron-chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
stack-inserter_to_steel-chest,0,0,0,0,0,0,0,0,0,36,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_to_steel-chest_circuit_enabled,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_to_steel-chest_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_to_turbo-transport-belt,60,62,31,36,32,68,0,118,5,32,10,201,24,36,39,39,39,39,8,5,71,23,68,68,68,48,50,46,24,24,24,81,65,60,71,46,0,46,68,68,68,118,8
stack-inserter_to_turbo-transport-belt_circuit_enabled,0,8,28,30,23,68,0,83,4,30,4,189,2,2,38,38,38,38,0,4,58,23,8,8,8,43,46,18,20,24,24,77,59,60,71,27,0,27,8,8,8,84,0
stack-inserter_to_turbo-transport-belt_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,20,32,10,10,10,10,0,0,0,0,48,48,48,0,0,12,0,0,0,0,0,0,0,0,0,0,48,48,48,0,0
stack-inserter_to_turbo-underground-belt,0,10,14,0,36,4,26,0,22,0,32,0,7,3,0,0,0,0,32,22,14,0,0,0,0,0,0,0,48,48,48,1,0,0,3,0,0,0,0,0,0,0,32
stack-inserter_to_turbo-underground-belt_circuit_enabled,0,0,14,0,36,4,0,0,0,0,32,0,2,2,0,0,0,0,32,0,14,0,0,0,0,0,0,0,48,48,48,1,0,0,3,0,0,0,0,0,0,0,32
stack-inserter_to_turbo-underground-belt_circuit_set_filters,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel-chest,0,0,0,0,0,0,0,0,0,36,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,3,0,0,0,0,0,0
stone-furnace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0
storage-tank,0,0,0,0,0,0,0,0,1,1,0,1,1,4,1,1,1,1,3,1,1,5,1,1,1,0,0,0,1,1,1,0,3,3,5,1,0,1,1,1,2,0,3
straight-rail,0,0,0,180,0,12,0,0,8,4,16,0,0,0,0,0,0,0,0,8,0,207,48,48,48,4,4,4,0,0,0,0,0,0,0,0,0,0,48,48,48,0,0
substation,8,0,0,0,3,0,62,0,0,10,7,79,0,0,0,0,0,0,0,0,37,63,0,0,0,2,2,2,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0
transport-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
turbo-loader,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,14,0,2,2,2,0,0
turbo-splitter,1,0,68,7,66,2,0,10,1,1,12,46,2,3,2,2,2,2,15,1,24,4,0,0,0,2,2,1,0,0,0,0,53,11,66,0,246,0,0,0,0,9,15
turbo-transport-belt,461,572,324,89,405,371,243,780,600,148,273,1490,490,297,292,292,292,292,174,608,533,1368,1101,1101,1101,260,208,396,362,362,362,846,657,443,513,201,3739,195,1101,1101,1101,749,174
turbo-transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,6,2,2,2,0,0,0,0,0,35,0,0,0,0,0,0
turbo-underground-belt,247,256,468,336,476,268,292,343,98,124,213,1264,182,210,213,213,213,213,396,94,382,336,299,299,299,218,214,216,636,636,636,375,617,467,697,226,3102,228,299,299,299,311,396
