entity,00_baseline,01_undertow,02_swiftdeath007,03_swiftdeath007,04_swiftdeath007,05_derantrix,06_imp,07_osboz,08_lady_meyneth,09_jobo,10_ztirom22,11_theflyingcurryfish154,12_phlap,13_phlap,14_abucnasty_Stage_1,14_abucnasty_Stage_2,14_abucnasty_Stage_3,14_abucnasty,17_henryjk,18_lady_meyneth,19_werezwolf,20_toda1,21_syvkal_STAGE_0,21_syvkal_STAGE_1,21_syvkal,22_mcmayhem57,23_mcmayhem57,24_mcmayhem57,25_ashtroboy_1,25_ashtroboy_Paste_after_sulfur_rounds_corner_and_imediatly_after_lamp_blinks,25_ashtroboy,26_mrcooki4,27_geist,28_geist,29_geist,30_reja,31_minebuilder,32_reja,33_syvkal_STAGE_0,33_syvkal_STAGE_1,33_syvkal,34_osboz,35_henryjk
stack-inserter_from_assembling-machine-3_electronic-circuit,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_electronic-circuit_circuit_enabled,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_electronic-circuit_to_assembling-machine-3_advanced-circuit,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_electronic-circuit_to_assembling-machine-3_advanced-circuit_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_electronic-circuit_to_turbo-underground-belt,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_electronic-circuit_to_turbo-underground-belt_circuit_enabled,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_engine-unit,10,44,14,30,12,48,24,24,22,24,11,144,22,10,10,10,10,10,32,22,14,23,48,48,48,26,28,26,20,20,20,52,44,46,18,22,0,22,48,48,48,24,32
stack-inserter_from_assembling-machine-3_engine-unit_circuit_enabled,0,2,14,30,12,48,0,22,22,24,11,144,22,0,10,10,10,10,32,22,14,0,48,48,48,25,28,25,20,20,20,52,44,46,18,22,0,22,48,48,48,22,32
stack-inserter_from_assembling-machine-3_engine-unit_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_engine-unit_to_assembling-machine-3_chemical-science-pack,0,44,0,30,0,48,24,0,22,0,0,144,22,0,0,0,0,0,32,22,0,0,48,48,48,26,28,26,0,0,0,52,44,46,0,22,0,22,48,48,48,0,32
stack-inserter_from_assembling-machine-3_engine-unit_to_assembling-machine-3_chemical-science-pack_circuit_enabled,0,2,0,30,0,48,0,0,22,0,0,144,22,0,0,0,0,0,32,22,0,0,48,48,48,25,28,25,0,0,0,52,44,46,0,22,0,22,48,48,48,0,32
stack-inserter_from_assembling-machine-3_engine-unit_to_cargo-wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_engine-unit_to_steel-chest,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_engine-unit_to_steel-chest_circuit_enabled,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_engine-unit_to_turbo-transport-belt,10,0,0,0,0,0,0,24,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,18,0,0,0,0,0,0,24,0
stack-inserter_from_assembling-machine-3_engine-unit_to_turbo-transport-belt_circuit_enabled,0,0,0,0,0,0,0,22,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,18,0,0,0,0,0,0,22,0
stack-inserter_from_assembling-machine-3_engine-unit_to_turbo-transport-belt_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_engine-unit_to_turbo-underground-belt,0,0,14,0,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_engine-unit_to_turbo-underground-belt_circuit_enabled,0,0,14,0,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_belt,85,104,76,36,104,106,48,255,22,26,66,641,50,50,50,50,50,50,52,22,132,25,60,60,60,57,61,59,72,72,72,194,100,104,92,75,0,75,60,60,60,255,52
stack-inserter_from_belt_circuit_enabled,0,8,3,0,96,106,0,246,22,26,64,641,50,50,50,50,50,50,48,22,126,0,60,60,60,50,56,28,72,72,72,192,100,104,92,75,0,75,60,60,60,249,48
stack-inserter_from_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,88,2,0,0,0,0,0,0,0,0,0
stack-inserter_from_building,62,176,115,360,99,140,266,143,131,80,61,585,113,65,69,69,69,69,244,131,123,276,212,212,212,138,146,84,140,260,260,184,129,149,252,74,0,74,212,212,212,143,244
stack-inserter_from_building_circuit_enabled,0,26,85,360,96,140,0,103,102,66,36,573,86,20,58,58,58,58,240,102,110,115,84,84,84,120,130,43,136,260,260,180,122,148,251,55,0,55,84,84,84,104,240
stack-inserter_from_building_circuit_set_filters,0,0,0,0,0,0,0,0,22,12,0,0,22,42,20,20,20,20,0,22,0,0,48,48,48,0,0,12,0,0,0,0,0,23,18,0,0,0,48,48,48,0,0
stack-inserter_from_cargo-wagon,0,0,0,150,0,36,0,0,4,12,20,0,0,0,0,0,0,0,0,4,0,69,24,24,24,8,8,8,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0
stack-inserter_from_cargo-wagon_circuit_enabled,0,0,0,150,0,36,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,69,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
stack-inserter_from_cargo-wagon_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0
stack-inserter_from_cargo-wagon_to_assembling-machine-3_chemical-science-pack,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cargo-wagon_to_assembling-machine-3_chemical-science-pack_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cargo-wagon_to_assembling-machine-3_engine-unit,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0
stack-inserter_from_cargo-wagon_to_assembling-machine-3_engine-unit_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
stack-inserter_from_cargo-wagon_to_assembling-machine-3_engine-unit_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0
stack-inserter_from_cargo-wagon_to_cargo-wagon,0,0,0,60,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cargo-wagon_to_cargo-wagon_circuit_enabled,0,0,0,60,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cargo-wagon_to_electromagnetic-plant_advanced-circuit,0,0,0,0,0,16,0,0,4,12,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cargo-wagon_to_electromagnetic-plant_advanced-circuit_circuit_enabled,0,0,0,0,0,16,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cargo-wagon_to_electromagnetic-plant_electronic-circuit,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cargo-wagon_to_electromagnetic-plant_electronic-circuit_circuit_enabled,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cargo-wagon_to_turbo-transport-belt,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cargo-wagon_to_turbo-transport-belt_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_chemical-plant_plastic-bar,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,16
stack-inserter_from_chemical-plant_plastic-bar_circuit_enabled,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,16
stack-inserter_from_chemical-plant_plastic-bar_to_cargo-wagon,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_chemical-plant_plastic-bar_to_cargo-wagon_circuit_enabled,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_chemical-plant_plastic-bar_to_electromagnetic-plant_advanced-circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,16
stack-inserter_from_chemical-plant_plastic-bar_to_electromagnetic-plant_advanced-circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,16
stack-inserter_from_chest,0,0,0,150,0,36,0,0,4,48,20,0,0,10,10,10,10,10,4,4,0,69,24,24,24,8,8,8,0,0,0,0,0,23,18,0,0,0,24,24,24,0,4
stack-inserter_from_chest_circuit_enabled,0,0,0,150,0,36,0,0,0,36,16,0,0,10,10,10,10,10,0,0,0,69,0,0,24,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,24,0,0
stack-inserter_from_chest_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,23,18,0,0,0,24,24,0,0,0
stack-inserter_from_cryogenic-plant_plastic-bar,2,8,6,30,6,0,24,8,4,2,4,7,4,4,4,4,4,4,0,4,6,23,8,8,8,4,4,4,0,0,0,10,8,8,26,2,0,2,8,8,8,8,0
stack-inserter_from_cryogenic-plant_plastic-bar_circuit_enabled,0,8,0,30,6,0,0,0,4,2,0,1,4,4,4,4,4,4,0,4,6,23,8,8,8,0,0,0,0,0,0,10,8,8,26,0,0,0,8,8,8,0,0
stack-inserter_from_cryogenic-plant_plastic-bar_to_assembling-machine-3_advanced-circuit,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cryogenic-plant_plastic-bar_to_assembling-machine-3_advanced-circuit_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cryogenic-plant_plastic-bar_to_cargo-wagon,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cryogenic-plant_plastic-bar_to_cargo-wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cryogenic-plant_plastic-bar_to_electromagnetic-plant_advanced-circuit,0,8,6,0,6,0,24,0,4,0,0,0,4,4,4,4,4,4,0,4,0,23,8,8,8,0,0,0,0,0,0,10,8,8,26,0,0,0,8,8,8,0,0
stack-inserter_from_cryogenic-plant_plastic-bar_to_electromagnetic-plant_advanced-circuit_circuit_enabled,0,8,0,0,6,0,0,0,4,0,0,0,4,4,4,4,4,4,0,4,0,23,8,8,8,0,0,0,0,0,0,10,8,8,26,0,0,0,8,8,8,0,0
stack-inserter_from_cryogenic-plant_plastic-bar_to_turbo-transport-belt,2,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,4,0,0,0,0,0,0,0,2,0,2,0,0,0,8,0
stack-inserter_from_cryogenic-plant_plastic-bar_to_turbo-transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cryogenic-plant_sulfur,2,4,1,30,1,4,2,4,1,2,2,4,1,1,1,1,1,1,4,1,6,23,4,4,4,4,4,2,4,4,4,6,2,2,52,2,0,2,4,4,4,4,4
stack-inserter_from_cryogenic-plant_sulfur_circuit_enabled,0,0,0,30,1,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,6,0,2,52,0,0,0,0,0,0,0,0
stack-inserter_from_cryogenic-plant_sulfur_to_assembling-machine-3_chemical-science-pack,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
stack-inserter_from_cryogenic-plant_sulfur_to_assembling-machine-3_chemical-science-pack_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
stack-inserter_from_cryogenic-plant_sulfur_to_cargo-wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cryogenic-plant_sulfur_to_turbo-transport-belt,2,2,1,0,1,4,0,4,1,2,2,4,0,0,1,1,1,1,4,1,6,0,4,4,4,4,4,2,4,4,4,5,2,2,0,2,0,2,4,4,4,4,4
stack-inserter_from_cryogenic-plant_sulfur_to_turbo-transport-belt_circuit_enabled,0,0,0,0,1,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,5,0,2,0,0,0,0,0,0,0,0,0
stack-inserter_from_cryogenic-plant_sulfur_to_turbo-underground-belt,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_cryogenic-plant_sulfur_to_turbo-underground-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_advanced-circuit,6,8,6,0,6,8,24,10,4,6,4,32,4,4,4,4,4,4,32,4,8,23,8,8,8,6,6,6,0,48,48,10,8,8,52,4,0,4,8,8,8,10,32
stack-inserter_from_electromagnetic-plant_advanced-circuit_circuit_enabled,0,8,6,0,6,8,0,10,4,6,4,32,4,4,4,4,4,4,32,4,8,23,8,8,8,6,6,6,0,48,48,10,8,8,52,4,0,4,8,8,8,10,32
stack-inserter_from_electromagnetic-plant_advanced-circuit_to_assembling-machine-3_chemical-science-pack,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,52,0,0,0,0,0,0,0,32
stack-inserter_from_electromagnetic-plant_advanced-circuit_to_assembling-machine-3_chemical-science-pack_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,52,0,0,0,0,0,0,0,32
stack-inserter_from_electromagnetic-plant_advanced-circuit_to_cargo-wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_advanced-circuit_to_cargo-wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_advanced-circuit_to_turbo-transport-belt,6,8,6,0,0,4,0,10,4,6,4,32,2,2,4,4,4,4,0,4,8,0,8,8,8,6,6,6,0,0,0,10,8,8,0,4,0,4,8,8,8,10,0
stack-inserter_from_electromagnetic-plant_advanced-circuit_to_turbo-transport-belt_circuit_enabled,0,8,6,0,0,4,0,10,4,6,4,32,2,2,4,4,4,4,0,4,8,0,8,8,8,6,6,6,0,0,0,10,8,8,0,4,0,4,8,8,8,10,0
stack-inserter_from_electromagnetic-plant_advanced-circuit_to_turbo-underground-belt,0,0,0,0,6,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_advanced-circuit_to_turbo-underground-belt_circuit_enabled,0,0,0,0,6,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_copper-cable,0,0,0,0,0,0,0,15,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
stack-inserter_from_electromagnetic-plant_copper-cable_circuit_enabled,0,0,0,0,0,0,0,10,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
stack-inserter_from_electromagnetic-plant_copper-cable_to_cargo-wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_copper-cable_to_electromagnetic-plant_advanced-circuit,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
stack-inserter_from_electromagnetic-plant_copper-cable_to_electromagnetic-plant_advanced-circuit_circuit_enabled,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
stack-inserter_from_electromagnetic-plant_copper-cable_to_electromagnetic-plant_electronic-circuit,0,0,0,0,0,0,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
stack-inserter_from_electromagnetic-plant_copper-cable_to_electromagnetic-plant_electronic-circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_electronic-circuit,2,4,6,0,0,4,24,10,4,2,4,32,2,2,2,2,2,2,16,4,8,23,4,4,4,2,2,2,0,24,24,10,4,4,4,2,0,2,4,4,4,10,16
stack-inserter_from_electromagnetic-plant_electronic-circuit_circuit_enabled,0,0,0,0,0,4,0,10,4,2,0,32,0,0,2,2,2,2,16,4,8,23,0,0,0,0,0,0,0,24,24,10,4,4,4,1,0,1,0,0,0,10,16
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_cargo-wagon,0,0,0,0,0,4,0,0,4,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_cargo-wagon_circuit_enabled,0,0,0,0,0,4,0,0,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_electromagnetic-plant_advanced-circuit,0,0,6,0,0,0,24,10,0,0,0,32,0,0,0,0,0,0,16,0,8,23,0,0,0,0,0,0,0,24,24,10,0,0,0,0,0,0,0,0,0,10,16
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_electromagnetic-plant_advanced-circuit_circuit_enabled,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,0,0,16,0,8,23,0,0,0,0,0,0,0,24,24,10,0,0,0,0,0,0,0,0,0,10,16
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_turbo-transport-belt,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,4,3,2,0,2,4,4,4,0,0
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_turbo-transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,0,1,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_turbo-underground-belt,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_turbo-underground-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stack-inserter_from_express-underground-belt,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_express-underground-belt_circuit_enabled,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_express-underground-belt_to_assembling-machine-3_engine-unit,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_express-underground-belt_to_assembling-machine-3_engine-unit_circuit_enabled,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
stack-inserter_from_foundry_casting-copper-cable,8,14,12,60,12,10,48,0,6,6,4,0,11,11,14,14,14,14,48,6,0,46,19,19,19,0,0,0,48,48,48,20,11,11,29,10,0,10,19,19,19,0,48
stack-inserter_from_foundry_casting-copper-cable_circuit_enabled,0,8,0,60,12,10,0,0,0,6,0,0,11,11,14,14,14,14,48,0,0,23,19,19,19,0,0,0,48,48,48,20,11,11,29,4,0,4,19,19,19,0,48
stack-inserter_from_foundry_casting-copper-cable_to_assembling-machine-3_advanced-circuit,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper-cable_to_assembling-machine-3_advanced-circuit_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper-cable_to_assembling-machine-3_electronic-circuit,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper-cable_to_assembling-machine-3_electronic-circuit_circuit_enabled,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper-cable_to_cargo-wagon,0,0,0,0,0,10,0,0,4,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper-cable_to_cargo-wagon_circuit_enabled,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper-cable_to_electromagnetic-plant_advanced-circuit,0,8,6,0,6,0,24,0,0,0,0,0,8,8,8,8,8,8,32,0,0,23,16,16,16,0,0,0,0,24,24,10,8,8,26,0,0,0,16,16,16,0,32
