design,29_the_end,28_erichteia,27_theflyingcurryfish154,19_akaravortex,11_thaeln,10_thaeln,07_rydberg,06_mulain,02_geist
stack_inserter_from_foundry_set_recipe,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_set_recipe_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_set_recipe_to_assembling_machine_3_rail,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_set_recipe_to_assembling_machine_3_rail_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_infinity_chest,1,1,1,1,1,1,1,1,1
stack_inserter_from_infinity_chest_to_turbo_transport_belt,1,1,1,1,1,1,1,1,1
stack_inserter_from_steel_chest,0,72,48,0,36,36,0,0,36
stack_inserter_from_steel_chest_circuit_enabled,0,40,48,0,24,24,0,0,36
stack_inserter_from_steel_chest_to_assembling_machine_3_electric_furnace,0,16,20,0,0,0,0,0,0
stack_inserter_from_steel_chest_to_assembling_machine_3_electric_furnace_circuit_enabled,0,16,20,0,0,0,0,0,0
stack_inserter_from_steel_chest_to_assembling_machine_3_production_science_pack,0,0,0,0,0,0,0,0,0
stack_inserter_from_steel_chest_to_assembling_machine_3_production_science_pack_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_steel_chest_to_electromagnetic_plant_advanced_circuit,0,16,0,0,12,12,0,0,24
stack_inserter_from_steel_chest_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,8,0,0,12,12,0,0,24
stack_inserter_from_steel_chest_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0
stack_inserter_from_steel_chest_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_steel_chest_to_electromagnetic_plant_productivity_module,0,16,28,0,12,12,0,0,12
stack_inserter_from_steel_chest_to_electromagnetic_plant_productivity_module_circuit_enabled,0,16,28,0,12,12,0,0,12
stack_inserter_from_steel_chest_to_steel_chest,0,24,0,0,12,12,0,0,0
stack_inserter_from_turbo_splitter,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_splitter_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_splitter_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_splitter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt,80,160,28,36,97,93,80,10,76
stack_inserter_from_turbo_transport_belt_circuit_enabled,72,112,20,24,76,76,72,0,56
stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_electric_furnace,0,0,0,0,20,20,48,0,0
stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,0,20,20,48,0,0
stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_production_science_pack,56,112,0,24,56,56,8,0,56
stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_production_science_pack_circuit_enabled,56,112,0,24,56,56,8,0,56
stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_rail,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_rail_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_cargo_wagon,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_chemical_plant_plastic_bar,0,16,20,0,8,8,0,0,8
stack_inserter_from_turbo_transport_belt_to_chemical_plant_plastic_bar_circuit_enabled,0,0,20,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_cryogenic_plant_plastic_bar,16,24,0,4,4,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_cryogenic_plant_plastic_bar_circuit_enabled,16,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electric_furnace,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_productivity_module,0,0,0,0,0,0,16,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,0,16,0,0
stack_inserter_from_turbo_transport_belt_to_foundry_molten_copper,2,2,2,2,2,2,2,2,2
stack_inserter_from_turbo_transport_belt_to_foundry_molten_iron,6,6,6,6,7,7,6,8,10
stack_inserter_from_underground_input,0,0,35,32,2,8,40,56,12
stack_inserter_from_underground_input_circuit_enabled,0,0,35,24,0,0,32,48,0
stack_inserter_from_underground_input_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_assembling_machine_3_electric_furnace,0,0,0,8,0,0,0,8,0
stack_inserter_from_underground_input_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,8,0,0,0,8,0
stack_inserter_from_underground_input_to_assembling_machine_3_production_science_pack,0,0,32,16,0,0,32,32,0
stack_inserter_from_underground_input_to_assembling_machine_3_production_science_pack_circuit_enabled,0,0,32,16,0,0,32,32,0
stack_inserter_from_underground_input_to_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_assembling_machine_3_rail,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_assembling_machine_3_rail_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_chemical_plant_plastic_bar,0,0,0,0,2,2,0,0,8
stack_inserter_from_underground_input_to_cryogenic_plant_plastic_bar,0,0,3,8,0,6,8,8,4
stack_inserter_from_underground_input_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,3,0,0,0,0,0,0
stack_inserter_from_underground_input_to_electric_furnace,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_input_to_electromagnetic_plant_productivity_module,0,0,0,0,0,0,0,8,0
stack_inserter_from_underground_input_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,0,0,8,0
stack_inserter_from_underground_output,18,0,36,44,10,8,32,56,12
stack_inserter_from_underground_output_circuit_enabled,18,0,36,32,0,0,24,48,0
stack_inserter_from_underground_output_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_assembling_machine_3_electric_furnace,18,0,0,16,0,0,0,8,0
stack_inserter_from_underground_output_to_assembling_machine_3_electric_furnace_circuit_enabled,18,0,0,16,0,0,0,8,0
stack_inserter_from_underground_output_to_assembling_machine_3_production_science_pack,0,0,32,16,0,0,24,32,0
stack_inserter_from_underground_output_to_assembling_machine_3_production_science_pack_circuit_enabled,0,0,32,16,0,0,24,32,0
stack_inserter_from_underground_output_to_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_assembling_machine_3_rail,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_assembling_machine_3_rail_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_chemical_plant_plastic_bar,0,0,0,0,2,2,0,0,8
stack_inserter_from_underground_output_to_cryogenic_plant_plastic_bar,0,0,4,12,8,6,8,8,4
stack_inserter_from_underground_output_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,4,0,0,0,0,0,0
stack_inserter_from_underground_output_to_electric_furnace,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_underground_output_to_electromagnetic_plant_productivity_module,0,0,0,0,0,0,0,8,0
stack_inserter_from_underground_output_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,0,0,8,0
stack_inserter_from_wooden_chest,42,0,0,0,0,0,0,0,0
stack_inserter_from_wooden_chest_circuit_enabled,42,0,0,0,0,0,0,0,0
stack_inserter_from_wooden_chest_to_assembling_machine_3_electric_furnace,0,0,0,0,0,0,0,0,0
stack_inserter_from_wooden_chest_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_wooden_chest_to_electromagnetic_plant_advanced_circuit,30,0,0,0,0,0,0,0,0
stack_inserter_from_wooden_chest_to_electromagnetic_plant_advanced_circuit_circuit_enabled,30,0,0,0,0,0,0,0,0
stack_inserter_from_wooden_chest_to_electromagnetic_plant_productivity_module,12,0,0,0,0,0,0,0,0
stack_inserter_from_wooden_chest_to_electromagnetic_plant_productivity_module_circuit_enabled,12,0,0,0,0,0,0,0,0
stack_inserter_to_assembling_machine_3_electric_furnace,72,80,100,84,80,80,64,80,96
stack_inserter_to_assembling_machine_3_electric_furnace_circuit_enabled,54,80,100,84,80,80,64,80,96
stack_inserter_to_assembling_machine_3_production_science_pack,112,168,128,112,112,112,128,128,112
stack_inserter_to_assembling_machine_3_production_science_pack_circuit_enabled,56,112,128,56,56,56,128,128,112
stack_inserter_to_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_to_assembling_machine_3_rail,56,112,64,64,56,56,64,64,56
stack_inserter_to_assembling_machine_3_rail_circuit_enabled,0,112,64,64,40,48,64,60,56
stack_inserter_to_assembling_machine_3_rail_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_to_belt,105,89,99,121,109,109,177,129,93
stack_inserter_to_belt_circuit_enabled,104,88,98,120,108,104,176,128,92
stack_inserter_to_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_to_building,462,640,627,524,465,465,464,490,536
stack_inserter_to_building_circuit_enabled,240,456,619,356,296,304,384,420,492
stack_inserter_to_building_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_to_car,0,0,0,0,0,0,0,0,0
stack_inserter_to_car_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_to_cargo_wagon,0,0,0,0,0,0,64,64,0
stack_inserter_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,64,64,0
stack_inserter_to_chemical_plant_plastic_bar,0,16,20,0,12,12,0,0,24
stack_inserter_to_chemical_plant_plastic_bar_circuit_enabled,0,0,20,0,0,0,0,0,0
stack_inserter_to_chest,42,80,48,0,36,36,32,32,36
stack_inserter_to_chest_circuit_enabled,12,40,48,0,12,12,32,32,12
stack_inserter_to_cryogenic_plant_plastic_bar,16,24,7,24,12,12,16,16,8
stack_inserter_to_cryogenic_plant_plastic_bar_circuit_enabled,16,0,7,0,0,0,0,0,0
stack_inserter_to_electric_furnace,0,0,0,0,0,0,0,0,0
stack_inserter_to_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_to_electromagnetic_plant_advanced_circuit,90,144,136,120,96,96,96,96,108
stack_inserter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,90,120,136,120,96,96,96,96,108
stack_inserter_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0
stack_inserter_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_to_electromagnetic_plant_electronic_circuit,84,56,136,80,64,64,56,64,96
stack_inserter_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,136,0,0,0,0,24,96
stack_inserter_to_electromagnetic_plant_productivity_module,24,32,28,32,24,24,32,32,24
stack_inserter_to_electromagnetic_plant_productivity_module_circuit_enabled,24,32,28,32,24,24,32,32,24
stack_inserter_to_foundry_molten_copper,2,2,2,2,2,2,2,2,2
stack_inserter_to_foundry_molten_iron,6,6,6,6,7,7,6,8,10
stack_inserter_to_steel_chest,0,80,48,0,36,36,0,0,36
stack_inserter_to_steel_chest_circuit_enabled,0,40,48,0,12,12,0,0,12
stack_inserter_to_turbo_splitter,0,0,0,0,0,0,0,0,0
stack_inserter_to_turbo_transport_belt,83,65,99,73,109,109,177,97,61
stack_inserter_to_turbo_transport_belt_circuit_enabled,82,64,98,72,108,104,176,96,60
stack_inserter_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_to_underground_input,0,24,0,24,0,0,0,32,32
stack_inserter_to_underground_input_circuit_enabled,0,24,0,24,0,0,0,32,32
stack_inserter_to_underground_output,22,0,0,24,0,0,0,0,0
stack_inserter_to_underground_output_circuit_enabled,22,0,0,24,0,0,0,0,0
stack_inserter_to_wooden_chest,42,0,0,0,0,0,0,0,0
stack_inserter_to_wooden_chest_circuit_enabled,12,0,0,0,0,0,0,0,0
stack_inserter_unknown,0,0,0,0,0,0,0,0,0
steel_chest,0,64,48,0,36,36,0,0,36
storage_tank,20,35,60,16,20,20,28,29,55
straight_rail,0,0,0,0,0,0,64,64,0
total_circuit_networks,26,82,93,17,40,38,34,52,120
total_electric_networks,1,1,1,1,1,1,1,1,1
total_power_poles,154,133,87,599,114,107,162,129,207
train_stop,0,0,0,0,0,0,0,0,0
turbo_loader,4,4,4,4,4,4,4,4,4
turbo_splitter,1,15,16,3,18,21,7,7,40
turbo_transport_belt,649,2615,1753,2406,1582,1366,984,1195,1385
turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0
turbo_underground_belt,1213,581,408,740,589,567,809,499,901
wooden_chest,42,0,0,0,0,0,0,0,0
speed,1,1,1,1,1,1,1,1,1
