metric,property,correlation,strength,range,impact
entity_update,inserter_all_from_assembling_machine_3_electric_furnace_circuit_enabled,-0.4617680639159405,0.4617680639159405,Low,decrease
entity_update,stack_inserter_from_assembling_machine_3_electric_furnace_circuit_enabled,-0.4617680639159405,0.4617680639159405,Low,decrease
transport_lines_update,express_underground_belt,0.4613601101547421,0.4613601101547421,Low,increase
whole_update,inserter_all_from_underground_output_to_electromagnetic_plant_productivity_module,0.45925286459919856,0.45925286459919856,Low,increase
whole_update,stack_inserter_from_underground_output_to_electromagnetic_plant_productivity_module,0.45925286459919856,0.45925286459919856,Low,increase
control_behavior_update,electromagnetic_plant,0.4591347110747942,0.4591347110747942,Low,increase
whole_update,decider_combinator,-0.4585724513561377,0.4585724513561377,Low,decrease
control_behavior_update,inserter_all_from_turbo_transport_belt_to_foundry_molten_iron,0.4580375122344889,0.4580375122344889,Low,increase
control_behavior_update,inserter_all_to_foundry_molten_iron,0.4580375122344889,0.4580375122344889,Low,increase
control_behavior_update,recipe_molten_iron,0.4580375122344889,0.4580375122344889,Low,increase
control_behavior_update,stack_inserter_from_turbo_transport_belt_to_foundry_molten_iron,0.4580375122344889,0.4580375122344889,Low,increase
control_behavior_update,stack_inserter_to_foundry_molten_iron,0.4580375122344889,0.4580375122344889,Low,increase
entity_update,inserter_all_direct_insertion_circuit_enabled,-0.45792453095121366,0.45792453095121366,Low,decrease
entity_update,stack_inserter_direct_insertion_circuit_enabled,-0.45792453095121366,0.45792453095121366,Low,decrease
fluid_flow_update,inserter_all_from_electromagnetic_plant_advanced_circuit_circuit_enabled,0.45662669620465074,0.45662669620465074,Low,increase
fluid_flow_update,stack_inserter_from_electromagnetic_plant_advanced_circuit_circuit_enabled,0.45662669620465074,0.45662669620465074,Low,increase
whole_update,inserter_all_from_electric_furnace_circuit_enabled,-0.45646991272035803,0.45646991272035803,Low,decrease
whole_update,stack_inserter_from_electric_furnace_circuit_enabled,-0.45646991272035803,0.45646991272035803,Low,decrease
electric_heat_fluid_circuit_update,inserter_all_to_assembling_machine_3_production_science_pack_circuit_enabled,0.4562424527743152,0.4562424527743152,Low,increase
electric_heat_fluid_circuit_update,stack_inserter_to_assembling_machine_3_production_science_pack_circuit_enabled,0.4562424527743152,0.4562424527743152,Low,increase
trains,inserter_all_from_turbo_transport_belt_to_cryogenic_plant_plastic_bar,0.45622387296494665,0.45622387296494665,Low,increase
trains,stack_inserter_from_turbo_transport_belt_to_cryogenic_plant_plastic_bar,0.45622387296494665,0.45622387296494665,Low,increase
fluid_flow_update,turbo_underground_belt,0.45612333838158725,0.45612333838158725,Low,increase
fluid_flow_update,inserter_all_from_assembling_machine_3_electric_furnace_to_turbo_transport_belt_circuit_enabled,0.45578017946225996,0.45578017946225996,Low,increase
fluid_flow_update,stack_inserter_from_assembling_machine_3_electric_furnace_to_turbo_transport_belt_circuit_enabled,0.45578017946225996,0.45578017946225996,Low,increase
electric_heat_fluid_circuit_update,turbo_underground_belt,0.4555205053433226,0.4555205053433226,Low,increase
entity_update,inserter_all_to_steel_chest_circuit_enabled,-0.4553475687445226,0.4553475687445226,Low,decrease
entity_update,stack_inserter_to_steel_chest_circuit_enabled,-0.4553475687445226,0.4553475687445226,Low,decrease
electric_network_update,inserter_all_from_electromagnetic_plant_advanced_circuit_circuit_enabled,0.4548928615433979,0.4548928615433979,Low,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_advanced_circuit_circuit_enabled,0.4548928615433979,0.4548928615433979,Low,increase
whole_update,inserter_all_from_building_circuit_enabled,-0.4543421458172768,0.4543421458172768,Low,decrease
whole_update,stack_inserter_from_building_circuit_enabled,-0.4543421458172768,0.4543421458172768,Low,decrease
entity_update,inserter_all,0.45381007442777116,0.45381007442777116,Low,increase
entity_update,stack_inserter,0.45381007442777116,0.45381007442777116,Low,increase
whole_update,inserter_all_from_electromagnetic_plant_copper_cable,0.4534625676615594,0.4534625676615594,Low,increase
whole_update,stack_inserter_from_electromagnetic_plant_copper_cable,0.4534625676615594,0.4534625676615594,Low,increase
transport_lines_update,inserter_all_from_turbo_transport_belt_to_assembling_machine_3_electric_furnace_circuit_enabled,-0.45181758332142624,0.45181758332142624,Low,decrease
transport_lines_update,stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_electric_furnace_circuit_enabled,-0.45181758332142624,0.45181758332142624,Low,decrease
control_behavior_update,inserter_all_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt_circuit_enabled,0.45072491758139366,0.45072491758139366,Low,increase
control_behavior_update,stack_inserter_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt_circuit_enabled,0.45072491758139366,0.45072491758139366,Low,increase
electric_heat_fluid_circuit_update,beacons_per_foundry,0.4504485385151976,0.4504485385151976,Low,increase
transport_lines_update,inserter_all_to_cargo_wagon_circuit_enabled,-0.4491579568691734,0.4491579568691734,Low,decrease
transport_lines_update,stack_inserter_to_cargo_wagon_circuit_enabled,-0.4491579568691734,0.4491579568691734,Low,decrease
control_behavior_update,inserter_all_from_electric_furnace_to_turbo_transport_belt,-0.4487075964943727,0.4487075964943727,Low,decrease
control_behavior_update,inserter_all_from_electric_furnace_to_turbo_transport_belt_circuit_enabled,-0.4487075964943727,0.4487075964943727,Low,decrease
control_behavior_update,stack_inserter_from_electric_furnace_to_turbo_transport_belt,-0.4487075964943727,0.4487075964943727,Low,decrease
control_behavior_update,stack_inserter_from_electric_furnace_to_turbo_transport_belt_circuit_enabled,-0.4487075964943727,0.4487075964943727,Low,decrease
entity_update,inserter_all_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt_circuit_enabled,-0.44827220719858557,0.44827220719858557,Low,decrease
entity_update,stack_inserter_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt_circuit_enabled,-0.44827220719858557,0.44827220719858557,Low,decrease
entity_update,inserter_all_from_foundry_casting_steel_circuit_enabled,-0.4482653094500816,0.4482653094500816,Low,decrease
entity_update,stack_inserter_from_foundry_casting_steel_circuit_enabled,-0.4482653094500816,0.4482653094500816,Low,decrease
entity_update,inserter_all_from_electromagnetic_plant_copper_cable,0.44824703860402804,0.44824703860402804,Low,increase
entity_update,stack_inserter_from_electromagnetic_plant_copper_cable,0.44824703860402804,0.44824703860402804,Low,increase
control_behavior_update,inserter_all_to_building,0.44823795972121466,0.44823795972121466,Low,increase
control_behavior_update,stack_inserter_to_building,0.44823795972121466,0.44823795972121466,Low,increase
transport_lines_update,beacons_per_chemical_plant,0.4480035887262772,0.4480035887262772,Low,increase
transport_lines_update,beacons_per_chemical_plant_plastic_bar_recipe,0.4480035887262772,0.4480035887262772,Low,increase
transport_lines_update,chemical_plant,0.4480035887262772,0.4480035887262772,Low,increase
transport_lines_update,inserter_all_to_chemical_plant_plastic_bar,0.4480035887262772,0.4480035887262772,Low,increase
transport_lines_update,stack_inserter_to_chemical_plant_plastic_bar,0.4480035887262772,0.4480035887262772,Low,increase
fluid_flow_update,inserter_all_from_building_circuit_enabled,0.4479041430230415,0.4479041430230415,Low,increase
fluid_flow_update,stack_inserter_from_building_circuit_enabled,0.4479041430230415,0.4479041430230415,Low,increase
electric_network_update,inserter_all_to_turbo_transport_belt,0.4476552673527775,0.4476552673527775,Low,increase
electric_network_update,stack_inserter_to_turbo_transport_belt,0.4476552673527775,0.4476552673527775,Low,increase
control_behavior_update,inserter_all_from_turbo_transport_belt_to_electric_furnace_circuit_enabled,0.447558123739497,0.447558123739497,Low,increase
control_behavior_update,stack_inserter_from_turbo_transport_belt_to_electric_furnace_circuit_enabled,0.447558123739497,0.447558123739497,Low,increase
transport_lines_update,inserter_all_to_assembling_machine_3_rail_circuit_enabled,-0.4469490632801179,0.4469490632801179,Low,decrease
transport_lines_update,stack_inserter_to_assembling_machine_3_rail_circuit_enabled,-0.4469490632801179,0.4469490632801179,Low,decrease
transport_lines_update,beacons_per_electromagnetic_plant_advanced_circuit_recipe,-0.44646799314003044,0.44646799314003044,Low,decrease
control_behavior_update,inserter_all_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt_circuit_enabled,-0.44444388630636095,0.44444388630636095,Low,decrease
control_behavior_update,inserter_all_from_cryogenic_plant_plastic_bar_to_underground_input,-0.44444388630636095,0.44444388630636095,Low,decrease
control_behavior_update,inserter_all_from_cryogenic_plant_plastic_bar_to_underground_input_circuit_enabled,-0.44444388630636095,0.44444388630636095,Low,decrease
control_behavior_update,inserter_all_from_electromagnetic_plant_electronic_circuit_to_underground_input,-0.44444388630636095,0.44444388630636095,Low,decrease
control_behavior_update,inserter_all_from_electromagnetic_plant_electronic_circuit_to_underground_input_circuit_enabled,-0.44444388630636095,0.44444388630636095,Low,decrease
control_behavior_update,stack_inserter_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt_circuit_enabled,-0.44444388630636095,0.44444388630636095,Low,decrease
control_behavior_update,stack_inserter_from_cryogenic_plant_plastic_bar_to_underground_input,-0.44444388630636095,0.44444388630636095,Low,decrease
control_behavior_update,stack_inserter_from_cryogenic_plant_plastic_bar_to_underground_input_circuit_enabled,-0.44444388630636095,0.44444388630636095,Low,decrease
control_behavior_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_underground_input,-0.44444388630636095,0.44444388630636095,Low,decrease
control_behavior_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_underground_input_circuit_enabled,-0.44444388630636095,0.44444388630636095,Low,decrease
entity_update,inserter_all_to_electromagnetic_plant_advanced_circuit_circuit_enabled,-0.44421696950440925,0.44421696950440925,Low,decrease
entity_update,stack_inserter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,-0.44421696950440925,0.44421696950440925,Low,decrease
whole_update,inserter_all_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt,0.4438534313716278,0.4438534313716278,Low,increase
whole_update,stack_inserter_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt,0.4438534313716278,0.4438534313716278,Low,increase
whole_update,inserter_all_to_steel_chest_circuit_enabled,-0.44337320920855866,0.44337320920855866,Low,decrease
whole_update,stack_inserter_to_steel_chest_circuit_enabled,-0.44337320920855866,0.44337320920855866,Low,decrease
whole_update,inserter_all_from_assembling_machine_3_production_science_pack_circuit_enabled,-0.44333700490001965,0.44333700490001965,Low,decrease
whole_update,stack_inserter_from_assembling_machine_3_production_science_pack_circuit_enabled,-0.44333700490001965,0.44333700490001965,Low,decrease
whole_update,inserter_all_from_foundry_casting_steel_to_assembling_machine_3_electric_furnace_circuit_enabled,-0.44331843626183526,0.44331843626183526,Low,decrease
whole_update,stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_electric_furnace_circuit_enabled,-0.44331843626183526,0.44331843626183526,Low,decrease
electric_heat_fluid_circuit_update,inserter_all_to_assembling_machine_3_electric_furnace_circuit_enabled,0.4428101007430828,0.4428101007430828,Low,increase
electric_heat_fluid_circuit_update,stack_inserter_to_assembling_machine_3_electric_furnace_circuit_enabled,0.4428101007430828,0.4428101007430828,Low,increase
fluid_flow_update,inserter_all_from_assembling_machine_3_electric_furnace_circuit_enabled,0.4424180622060823,0.4424180622060823,Low,increase
fluid_flow_update,stack_inserter_from_assembling_machine_3_electric_furnace_circuit_enabled,0.4424180622060823,0.4424180622060823,Low,increase
whole_update,turbo_splitter,0.44201165177812457,0.44201165177812457,Low,increase
transport_lines_update,inserter_all_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon_circuit_enabled,-0.44191874970006334,0.44191874970006334,Low,decrease
transport_lines_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon_circuit_enabled,-0.44191874970006334,0.44191874970006334,Low,decrease
control_behavior_update,beacons_per_electromagnetic_plant_copper_cable_recipe,-0.44184158401560586,0.44184158401560586,Low,decrease
trains,beacons_per_electromagnetic_plant_copper_cable_recipe,0.44129772062050493,0.44129772062050493,Low,increase
control_behavior_update,inserter_all_to_electric_furnace_circuit_enabled,0.4408056667989768,0.4408056667989768,Low,increase
control_behavior_update,stack_inserter_to_electric_furnace_circuit_enabled,0.4408056667989768,0.4408056667989768,Low,increase
entity_update,inserter_all_from_steel_chest_circuit_enabled,-0.4405705606460055,0.4405705606460055,Low,decrease
entity_update,stack_inserter_from_steel_chest_circuit_enabled,-0.4405705606460055,0.4405705606460055,Low,decrease
transport_lines_update,beacons_per_cryogenic_plant,-0.4403191729115118,0.4403191729115118,Low,decrease
transport_lines_update,beacons_per_cryogenic_plant_plastic_bar_recipe,-0.4403191729115118,0.4403191729115118,Low,decrease
electric_network_update,inserter_all_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.43993209350308166,0.43993209350308166,Low,increase
electric_network_update,stack_inserter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.43993209350308166,0.43993209350308166,Low,increase
control_behavior_update,inserter_all_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit,0.4398807404324854,0.4398807404324854,Low,increase
control_behavior_update,inserter_all_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.4398807404324854,0.4398807404324854,Low,increase
control_behavior_update,stack_inserter_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit,0.4398807404324854,0.4398807404324854,Low,increase
control_behavior_update,stack_inserter_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.4398807404324854,0.4398807404324854,Low,increase
transport_lines_update,inserter_all_to_turbo_transport_belt,0.43985271275395005,0.43985271275395005,Low,increase
transport_lines_update,stack_inserter_to_turbo_transport_belt,0.43985271275395005,0.43985271275395005,Low,increase
whole_update,inserter_all_from_underground_input,0.43856884101100935,0.43856884101100935,Low,increase
whole_update,stack_inserter_from_underground_input,0.43856884101100935,0.43856884101100935,Low,increase
entity_update,beacons_per_electromagnetic_plant_productivity_module_recipe,-0.4383963955273046,0.4383963955273046,Low,decrease
electric_heat_fluid_circuit_update,beacons_per_foundry_casting_steel_recipe,0.43806564318848495,0.43806564318848495,Low,increase
trains,recipe_casting_copper,0.43802203989045474,0.43802203989045474,Low,increase
entity_update,inserter_all_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt,0.4366267147540564,0.4366267147540564,Low,increase
entity_update,stack_inserter_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt,0.4366267147540564,0.4366267147540564,Low,increase
entity_update,turbo_splitter,0.4365407830073094,0.4365407830073094,Low,increase
electric_heat_fluid_circuit_update,stack_inserter_circuit_enabled,0.4363585353829365,0.4363585353829365,Low,increase
control_behavior_update,inserter_all_from_cryogenic_plant_plastic_bar_circuit_enabled,0.43593824118849595,0.43593824118849595,Low,increase
control_behavior_update,stack_inserter_from_cryogenic_plant_plastic_bar_circuit_enabled,0.43593824118849595,0.43593824118849595,Low,increase
trains,big_mining_drill,0.43548373489593717,0.43548373489593717,Low,increase
electric_heat_fluid_circuit_update,inserter_all_to_cryogenic_plant_plastic_bar_circuit_enabled,-0.4342126679991705,0.4342126679991705,Low,decrease
electric_heat_fluid_circuit_update,stack_inserter_to_cryogenic_plant_plastic_bar_circuit_enabled,-0.4342126679991705,0.4342126679991705,Low,decrease
control_behavior_update,inserter_all_from_electric_furnace_circuit_enabled,0.4336600784978098,0.4336600784978098,Low,increase
control_behavior_update,stack_inserter_from_electric_furnace_circuit_enabled,0.4336600784978098,0.4336600784978098,Low,increase
electric_heat_fluid_circuit_update,inserter_all_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.4333217002772479,0.4333217002772479,Low,increase
electric_heat_fluid_circuit_update,stack_inserter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.4333217002772479,0.4333217002772479,Low,increase
transport_lines_update,inserter_all_to_electromagnetic_plant_advanced_circuit_circuit_enabled,-0.4331140055000599,0.4331140055000599,Low,decrease
transport_lines_update,stack_inserter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,-0.4331140055000599,0.4331140055000599,Low,decrease
entity_update,inserter_all_from_electric_furnace_to_assembling_machine_3_electric_furnace_circuit_enabled,-0.43189665379653897,0.43189665379653897,Low,decrease
entity_update,stack_inserter_from_electric_furnace_to_assembling_machine_3_electric_furnace_circuit_enabled,-0.43189665379653897,0.43189665379653897,Low,decrease
control_behavior_update,beacons_per_assembling_machine_3_production_science_pack_recipe,0.4309621105405635,0.4309621105405635,Low,increase
whole_update,beacons_per_electromagnetic_plant_productivity_module_recipe,-0.43068831088316467,0.43068831088316467,Low,decrease
entity_update,inserter_all_from_underground_input,0.4295709901963895,0.4295709901963895,Low,increase
entity_update,stack_inserter_from_underground_input,0.4295709901963895,0.4295709901963895,Low,increase
control_behavior_update,assembling_machine_3,0.42704112408853934,0.42704112408853934,Low,increase
entity_update,oil_refinery_circuit_enabled,-0.42670173266964495,0.42670173266964495,Low,decrease
entity_update,inserter_all_from_belt_circuit_enabled,-0.4266987149090173,0.4266987149090173,Low,decrease
entity_update,stack_inserter_from_belt_circuit_enabled,-0.4266987149090173,0.4266987149090173,Low,decrease
electric_heat_fluid_circuit_update,oil_refinery,0.425838880922352,0.425838880922352,Low,increase
electric_heat_fluid_circuit_update,recipe_basic_oil_processing,0.425838880922352,0.425838880922352,Low,increase
entity_update,inserter_all_direct_insertion_percent,-0.4257890287081311,0.4257890287081311,Low,decrease
entity_update,stack_inserter_direct_insertion_percent,-0.4257890287081311,0.4257890287081311,Low,decrease
entity_update,recipe_casting_copper_cable,-0.4256590112445231,0.4256590112445231,Low,decrease
transport_lines_update,inserter_all_from_chest_circuit_enabled,-0.42544096921109714,0.42544096921109714,Low,decrease
transport_lines_update,stack_inserter_from_chest_circuit_enabled,-0.42544096921109714,0.42544096921109714,Low,decrease
electric_heat_fluid_circuit_update,inserter_all_to_building_circuit_enabled,0.4249261685544992,0.4249261685544992,Low,increase
electric_heat_fluid_circuit_update,stack_inserter_to_building_circuit_enabled,0.4249261685544992,0.4249261685544992,Low,increase
whole_update,recipe_copper_cable,0.4248456020904404,0.4248456020904404,Low,increase
control_behavior_update,inserter_all_from_turbo_transport_belt_to_assembling_machine_3_production_science_pack_circuit_enabled,0.424537688748847,0.424537688748847,Low,increase
control_behavior_update,stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_production_science_pack_circuit_enabled,0.424537688748847,0.424537688748847,Low,increase
electric_heat_fluid_circuit_update,beacons_per_foundry_casting_iron_stick_recipe,0.42393087034936616,0.42393087034936616,Low,increase
fluid_flow_update,inserter_all_from_electromagnetic_plant_advanced_circuit_to_wooden_chest,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,inserter_all_from_electromagnetic_plant_advanced_circuit_to_wooden_chest_circuit_enabled,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,inserter_all_from_foundry_casting_copper_cable_to_turbo_transport_belt,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,inserter_all_from_foundry_casting_copper_cable_to_turbo_transport_belt_circuit_enabled,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,inserter_all_from_foundry_casting_copper_cable_to_underground_input,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,inserter_all_from_turbo_splitter,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,inserter_all_from_turbo_splitter_circuit_enabled,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,inserter_all_from_turbo_splitter_to_electromagnetic_plant_advanced_circuit,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,inserter_all_from_turbo_splitter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,inserter_all_from_wooden_chest_to_electromagnetic_plant_productivity_module,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,inserter_all_from_wooden_chest_to_electromagnetic_plant_productivity_module_circuit_enabled,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,stack_inserter_from_electromagnetic_plant_advanced_circuit_to_wooden_chest,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,stack_inserter_from_electromagnetic_plant_advanced_circuit_to_wooden_chest_circuit_enabled,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,stack_inserter_from_foundry_casting_copper_cable_to_turbo_transport_belt,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,stack_inserter_from_foundry_casting_copper_cable_to_turbo_transport_belt_circuit_enabled,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,stack_inserter_from_foundry_casting_copper_cable_to_underground_input,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,stack_inserter_from_turbo_splitter,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,stack_inserter_from_turbo_splitter_circuit_enabled,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,stack_inserter_from_turbo_splitter_to_electromagnetic_plant_advanced_circuit,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,stack_inserter_from_turbo_splitter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,stack_inserter_from_wooden_chest_to_electromagnetic_plant_productivity_module,-0.4226748587952834,0.4226748587952834,Low,decrease
fluid_flow_update,stack_inserter_from_wooden_chest_to_electromagnetic_plant_productivity_module_circuit_enabled,-0.4226748587952834,0.4226748587952834,Low,decrease
whole_update,inserter_all_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt_circuit_enabled,-0.4210167532832076,0.4210167532832076,Low,decrease
whole_update,stack_inserter_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt_circuit_enabled,-0.4210167532832076,0.4210167532832076,Low,decrease
control_behavior_update,inserter_all_from_electric_furnace_to_assembling_machine_3_electric_furnace_circuit_enabled,0.42069193574370917,0.42069193574370917,Low,increase
control_behavior_update,stack_inserter_from_electric_furnace_to_assembling_machine_3_electric_furnace_circuit_enabled,0.42069193574370917,0.42069193574370917,Low,increase
electric_network_update,inserter_all_to_assembling_machine_3_rail,0.4205718445409269,0.4205718445409269,Low,increase
electric_network_update,stack_inserter_to_assembling_machine_3_rail,0.4205718445409269,0.4205718445409269,Low,increase
electric_heat_fluid_circuit_update,inserter_all_from_foundry_casting_copper_cable,0.42045339521936576,0.42045339521936576,Low,increase
electric_heat_fluid_circuit_update,stack_inserter_from_foundry_casting_copper_cable,0.42045339521936576,0.42045339521936576,Low,increase
fluid_flow_update,big_electric_pole,-0.4201793825678391,0.4201793825678391,Low,decrease
fluid_flow_update,inserter_all_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt,-0.42017823390729675,0.42017823390729675,Low,decrease
fluid_flow_update,stack_inserter_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt,-0.42017823390729675,0.42017823390729675,Low,decrease
whole_update,inserter_all_from_electric_furnace_to_assembling_machine_3_electric_furnace_circuit_enabled,-0.41872108227293553,0.41872108227293553,Low,decrease
whole_update,stack_inserter_from_electric_furnace_to_assembling_machine_3_electric_furnace_circuit_enabled,-0.41872108227293553,0.41872108227293553,Low,decrease
electric_network_update,stack_inserter_circuit_enabled,0.4186632532898982,0.4186632532898982,Low,increase
entity_update,recipe_copper_cable,0.41823119911710144,0.41823119911710144,Low,increase
entity_update,inserter_all_from_chest_circuit_enabled,-0.41773318271193216,0.41773318271193216,Low,decrease
entity_update,stack_inserter_from_chest_circuit_enabled,-0.41773318271193216,0.41773318271193216,Low,decrease
control_behavior_update,inserter_all_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.4170523202208866,0.4170523202208866,Low,increase
control_behavior_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.4170523202208866,0.4170523202208866,Low,increase
control_behavior_update,inserter_all_from_foundry_casting_copper_cable,0.4154182727516997,0.4154182727516997,Low,increase
control_behavior_update,stack_inserter_from_foundry_casting_copper_cable,0.4154182727516997,0.4154182727516997,Low,increase
control_behavior_update,beacons_per_foundry_casting_iron_recipe,-0.4144213103387012,0.4144213103387012,Low,decrease
electric_network_update,inserter_all_to_building_circuit_enabled,0.4143513291644994,0.4143513291644994,Low,increase
electric_network_update,stack_inserter_to_building_circuit_enabled,0.4143513291644994,0.4143513291644994,Low,increase
transport_lines_update,cryogenic_plant,-0.4138103690002419,0.4138103690002419,Low,decrease
transport_lines_update,inserter_all_to_cryogenic_plant_plastic_bar,-0.4138103690002419,0.4138103690002419,Low,decrease
transport_lines_update,stack_inserter_to_cryogenic_plant_plastic_bar,-0.4138103690002419,0.4138103690002419,Low,decrease
electric_network_update,beacons_per_foundry_casting_iron_stick_recipe,0.4131331109539356,0.4131331109539356,Low,increase
transport_lines_update,beacons_per_foundry_casting_steel_recipe,0.41299163300870007,0.41299163300870007,Low,increase
fluid_flow_update,inserter_all_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt,0.41288513896772794,0.41288513896772794,Low,increase
fluid_flow_update,stack_inserter_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt,0.41288513896772794,0.41288513896772794,Low,increase
whole_update,inserter_all_from_belt_circuit_enabled,-0.4126994066616926,0.4126994066616926,Low,decrease
whole_update,stack_inserter_from_belt_circuit_enabled,-0.4126994066616926,0.4126994066616926,Low,decrease
fluid_flow_update,inserter_all_to_assembling_machine_3_electric_furnace_circuit_enabled,0.41090044120366537,0.41090044120366537,Low,increase
fluid_flow_update,stack_inserter_to_assembling_machine_3_electric_furnace_circuit_enabled,0.41090044120366537,0.41090044120366537,Low,increase
whole_update,inserter_all_from_steel_chest_circuit_enabled,-0.4108462910411086,0.4108462910411086,Low,decrease
whole_update,stack_inserter_from_steel_chest_circuit_enabled,-0.4108462910411086,0.4108462910411086,Low,decrease
electric_network_update,inserter_all_to_assembling_machine_3_electric_furnace_circuit_enabled,0.40902557006369616,0.40902557006369616,Low,increase
electric_network_update,stack_inserter_to_assembling_machine_3_electric_furnace_circuit_enabled,0.40902557006369616,0.40902557006369616,Low,increase
control_behavior_update,inserter_all_from_foundry_casting_steel,0.40791833841698827,0.40791833841698827,Low,increase
control_behavior_update,stack_inserter_from_foundry_casting_steel,0.40791833841698827,0.40791833841698827,Low,increase
whole_update,inserter_all_from_foundry_casting_steel_circuit_enabled,-0.40622316453950613,0.40622316453950613,Low,decrease
whole_update,stack_inserter_from_foundry_casting_steel_circuit_enabled,-0.40622316453950613,0.40622316453950613,Low,decrease
electric_network_update,inserter_all_from_foundry_casting_copper_cable,0.40593380441910676,0.40593380441910676,Low,increase
electric_network_update,stack_inserter_from_foundry_casting_copper_cable,0.40593380441910676,0.40593380441910676,Low,increase
fluid_flow_update,inserter_all_to_electromagnetic_plant_advanced_circuit,0.40472321834652397,0.40472321834652397,Low,increase
fluid_flow_update,stack_inserter_to_electromagnetic_plant_advanced_circuit,0.40472321834652397,0.40472321834652397,Low,increase
trains,inserter_all_from_underground_output,-0.4042509832889416,0.4042509832889416,Low,decrease
trains,stack_inserter_from_underground_output,-0.4042509832889416,0.4042509832889416,Low,decrease
trains,inserter_all_from_underground_output_circuit_enabled,-0.40408365671628577,0.40408365671628577,Low,decrease
trains,stack_inserter_from_underground_output_circuit_enabled,-0.40408365671628577,0.40408365671628577,Low,decrease
entity_update,inserter_all_to_chest_circuit_enabled,-0.40391613389277475,0.40391613389277475,Low,decrease
entity_update,stack_inserter_to_chest_circuit_enabled,-0.40391613389277475,0.40391613389277475,Low,decrease
whole_update,oil_refinery_circuit_enabled,-0.4030047524510689,0.4030047524510689,Low,decrease
electric_heat_fluid_circuit_update,inserter_all_from_assembling_machine_3_rail_to_assembling_machine_3_production_science_pack,0.40268072911818253,0.40268072911818253,Low,increase
